Year,Series,party,Units,Value
2020,NP,4403,SG_GEN_PARL,0.0
2020,NP,4403,SG_GEN_PARLN,0.0
2020,NP,4403,SG_GEN_PARLNT,0.0
2022,NP,4403,SG_GEN_PARL,0.0
2022,NP,4403,SG_GEN_PARLN,0.0
2022,NP,4403,SG_GEN_PARLNT,0.0
2024,NP,4403,SG_GEN_PARL,0.0
2024,NP,4403,SG_GEN_PARLN,0.0
2024,NP,4403,SG_GEN_PARLNT,0.0
1984,NP,4607,SG_GEN_PARL,0.0
1984,NP,4607,SG_GEN_PARLN,0.0
1984,NP,4607,SG_GEN_PARLNT,0.0
1988,NP,4607,SG_GEN_PARL,0.0
1988,NP,4607,SG_GEN_PARLN,0.0
1988,NP,4607,SG_GEN_PARLNT,0.0
1990,NP,4607,SG_GEN_PARL,0.0
1990,NP,4607,SG_GEN_PARLN,0.0
1990,NP,4607,SG_GEN_PARLNT,0.0
1992,NP,4607,SG_GEN_PARL,0.0
1992,NP,4607,SG_GEN_PARLN,0.0
1992,NP,4607,SG_GEN_PARLNT,0.0
1994,NP,4607,SG_GEN_PARL,0.0
1994,NP,4607,SG_GEN_PARLN,0.0
1994,NP,4607,SG_GEN_PARLNT,0.0
1996,NP,4607,SG_GEN_PARL,0.0
1996,NP,4607,SG_GEN_PARLN,0.0
1996,NP,4607,SG_GEN_PARLNT,0.0
1998,NP,4607,SG_GEN_PARL,0.0
1998,NP,4607,SG_GEN_PARLN,0.0
1998,NP,4607,SG_GEN_PARLNT,0.0
2000,NP,4607,SG_GEN_PARL,0.0
2000,NP,4607,SG_GEN_PARLN,0.0
2000,NP,4607,SG_GEN_PARLNT,0.0
2002,NP,4607,SG_GEN_PARL,0.0
2002,NP,4607,SG_GEN_PARLN,0.0
2002,NP,4607,SG_GEN_PARLNT,0.0
2004,NP,4607,SG_GEN_PARL,0.0
2004,NP,4607,SG_GEN_PARLN,0.0
2004,NP,4607,SG_GEN_PARLNT,0.0
2008,NP,4607,SG_GEN_PARL,0.0
2008,NP,4607,SG_GEN_PARLN,0.0
2008,NP,4607,SG_GEN_PARLNT,0.0
2011,NP,4607,SG_GEN_PARL,0.0
2011,NP,4607,SG_GEN_PARLN,0.0
2011,NP,4607,SG_GEN_PARLNT,0.0
2012,NP,4607,SG_GEN_PARL,0.0
2012,NP,4607,SG_GEN_PARLN,0.0
2012,NP,4607,SG_GEN_PARLNT,0.0
2015,NP,4607,SG_GEN_PARL,0.0
2015,NP,4607,SG_GEN_PARLN,0.0
2015,NP,4607,SG_GEN_PARLNT,0.0
2016,NP,4607,SG_GEN_PARL,0.0
2016,NP,4607,SG_GEN_PARLN,0.0
2016,NP,4607,SG_GEN_PARLNT,0.0
2019,NP,4607,SG_GEN_PARL,0.0
2019,NP,4607,SG_GEN_PARLN,0.0
2019,NP,4607,SG_GEN_PARLNT,0.0
2020,NP,4607,SG_GEN_PARL,0.0
2020,NP,4607,SG_GEN_PARLN,0.0
2020,NP,4607,SG_GEN_PARLNT,0.0
2022,NP,4607,SG_GEN_PARL,0.0
2022,NP,4607,SG_GEN_PARLN,0.0
2022,NP,4607,SG_GEN_PARLNT,0.0
2024,NP,4607,SG_GEN_PARL,0.0
2024,NP,4607,SG_GEN_PARLN,0.0
2024,NP,4607,SG_GEN_PARLNT,0.0
1984,NP,4211,SG_GEN_PARL,0.0
1984,NP,4211,SG_GEN_PARLN,0.0
1984,NP,4211,SG_GEN_PARLNT,0.0
1988,NP,4211,SG_GEN_PARL,0.0
1988,NP,4211,SG_GEN_PARLN,0.0
1988,NP,4211,SG_GEN_PARLNT,0.0
1990,NP,4211,SG_GEN_PARL,0.0
1990,NP,4211,SG_GEN_PARLN,0.0
1990,NP,4211,SG_GEN_PARLNT,0.0
1992,NP,4211,SG_GEN_PARL,0.0
1992,NP,4211,SG_GEN_PARLN,0.0
1992,NP,4211,SG_GEN_PARLNT,0.0
1994,NP,4211,SG_GEN_PARL,0.0
1994,NP,4211,SG_GEN_PARLN,0.0
1994,NP,4211,SG_GEN_PARLNT,0.0
1996,NP,4211,SG_GEN_PARL,0.0
1996,NP,4211,SG_GEN_PARLN,0.0
1996,NP,4211,SG_GEN_PARLNT,0.0
1998,NP,4211,SG_GEN_PARL,0.0
1998,NP,4211,SG_GEN_PARLN,0.0
1998,NP,4211,SG_GEN_PARLNT,0.0
2000,NP,4211,SG_GEN_PARL,0.0
2000,NP,4211,SG_GEN_PARLN,0.0
2000,NP,4211,SG_GEN_PARLNT,0.0
2002,NP,4211,SG_GEN_PARL,0.0
2002,NP,4211,SG_GEN_PARLN,0.0
2002,NP,4211,SG_GEN_PARLNT,0.0
2004,NP,4211,SG_GEN_PARL,0.0
2004,NP,4211,SG_GEN_PARLN,0.0
2004,NP,4211,SG_GEN_PARLNT,0.0
2008,NP,4211,SG_GEN_PARL,0.0
2008,NP,4211,SG_GEN_PARLN,0.0
2008,NP,4211,SG_GEN_PARLNT,0.0
2011,NP,4211,SG_GEN_PARL,0.0
2011,NP,4211,SG_GEN_PARLN,0.0
2011,NP,4211,SG_GEN_PARLNT,0.0
2012,NP,4211,SG_GEN_PARL,0.0
2012,NP,4211,SG_GEN_PARLN,0.0
2012,NP,4211,SG_GEN_PARLNT,0.0
2015,NP,4211,SG_GEN_PARL,0.0
2015,NP,4211,SG_GEN_PARLN,0.0
2015,NP,4211,SG_GEN_PARLNT,0.0
2016,NP,4211,SG_GEN_PARL,0.0
2016,NP,4211,SG_GEN_PARLN,0.0
2016,NP,4211,SG_GEN_PARLNT,0.0
2019,NP,4211,SG_GEN_PARL,0.0
2019,NP,4211,SG_GEN_PARLN,0.0
2019,NP,4211,SG_GEN_PARLNT,0.0
2020,NP,4211,SG_GEN_PARL,0.0
2020,NP,4211,SG_GEN_PARLN,0.0
2020,NP,4211,SG_GEN_PARLNT,0.0
2022,NP,4211,SG_GEN_PARL,0.0
2022,NP,4211,SG_GEN_PARLN,0.0
2022,NP,4211,SG_GEN_PARLNT,0.0
2024,NP,4211,SG_GEN_PARL,0.0
2024,NP,4211,SG_GEN_PARLN,0.0
2024,NP,4211,SG_GEN_PARLNT,0.0
1984,NP,4102,SG_GEN_PARL,0.0
1984,NP,4102,SG_GEN_PARLN,0.0
1984,NP,4102,SG_GEN_PARLNT,0.0
1988,NP,4102,SG_GEN_PARL,0.0
1988,NP,4102,SG_GEN_PARLN,0.0
1988,NP,4102,SG_GEN_PARLNT,0.0
1990,NP,4102,SG_GEN_PARL,0.0
1990,NP,4102,SG_GEN_PARLN,0.0
1990,NP,4102,SG_GEN_PARLNT,0.0
1992,NP,4102,SG_GEN_PARL,0.0
1992,NP,4102,SG_GEN_PARLN,0.0
1992,NP,4102,SG_GEN_PARLNT,0.0
1994,NP,4102,SG_GEN_PARL,0.0
1994,NP,4102,SG_GEN_PARLN,0.0
1994,NP,4102,SG_GEN_PARLNT,0.0
1996,NP,4102,SG_GEN_PARL,0.0
1996,NP,4102,SG_GEN_PARLN,0.0
1996,NP,4102,SG_GEN_PARLNT,0.0
1998,NP,4102,SG_GEN_PARL,0.0
1998,NP,4102,SG_GEN_PARLN,0.0
1998,NP,4102,SG_GEN_PARLNT,0.0
2000,NP,4102,SG_GEN_PARL,0.0
2000,NP,4102,SG_GEN_PARLN,0.0
2000,NP,4102,SG_GEN_PARLNT,0.0
2002,NP,4102,SG_GEN_PARL,0.0
2002,NP,4102,SG_GEN_PARLN,0.0
2002,NP,4102,SG_GEN_PARLNT,0.0
2004,NP,4102,SG_GEN_PARL,0.0
2004,NP,4102,SG_GEN_PARLN,0.0
2004,NP,4102,SG_GEN_PARLNT,0.0
2008,NP,4102,SG_GEN_PARL,0.0
2008,NP,4102,SG_GEN_PARLN,0.0
2008,NP,4102,SG_GEN_PARLNT,0.0
2011,NP,4102,SG_GEN_PARL,0.0
2011,NP,4102,SG_GEN_PARLN,0.0
2011,NP,4102,SG_GEN_PARLNT,0.0
2012,NP,4102,SG_GEN_PARL,0.0
2012,NP,4102,SG_GEN_PARLN,0.0
2012,NP,4102,SG_GEN_PARLNT,0.0
2015,NP,4102,SG_GEN_PARL,0.0
2015,NP,4102,SG_GEN_PARLN,0.0
2015,NP,4102,SG_GEN_PARLNT,0.0
2016,NP,4102,SG_GEN_PARL,0.0
2016,NP,4102,SG_GEN_PARLN,0.0
2016,NP,4102,SG_GEN_PARLNT,0.0
2019,NP,4102,SG_GEN_PARL,0.0
2019,NP,4102,SG_GEN_PARLN,0.0
2019,NP,4102,SG_GEN_PARLNT,0.0
2020,NP,4102,SG_GEN_PARL,0.0
2020,NP,4102,SG_GEN_PARLN,0.0
2020,NP,4102,SG_GEN_PARLNT,0.0
2022,NP,4102,SG_GEN_PARL,0.0
2022,NP,4102,SG_GEN_PARLN,0.0
2022,NP,4102,SG_GEN_PARLNT,0.0
2024,NP,4102,SG_GEN_PARL,0.0
2024,NP,4102,SG_GEN_PARLN,0.0
2024,NP,4102,SG_GEN_PARLNT,0.0
1984,NP,4701,SG_GEN_PARL,0.0
1984,NP,4701,SG_GEN_PARLN,0.0
1984,NP,4701,SG_GEN_PARLNT,0.0
1988,NP,4701,SG_GEN_PARL,0.0
1988,NP,4701,SG_GEN_PARLN,0.0
1988,NP,4701,SG_GEN_PARLNT,0.0
1990,NP,4701,SG_GEN_PARL,0.0
1990,NP,4701,SG_GEN_PARLN,0.0
1990,NP,4701,SG_GEN_PARLNT,0.0
1992,NP,4701,SG_GEN_PARL,0.0
1992,NP,4701,SG_GEN_PARLN,0.0
1992,NP,4701,SG_GEN_PARLNT,0.0
1994,NP,4701,SG_GEN_PARL,0.0
1994,NP,4701,SG_GEN_PARLN,0.0
1994,NP,4701,SG_GEN_PARLNT,0.0
1996,NP,4701,SG_GEN_PARL,0.0
1996,NP,4701,SG_GEN_PARLN,0.0
1996,NP,4701,SG_GEN_PARLNT,0.0
1998,NP,4701,SG_GEN_PARL,0.0
1998,NP,4701,SG_GEN_PARLN,0.0
1998,NP,4701,SG_GEN_PARLNT,0.0
2000,NP,4701,SG_GEN_PARL,0.0
2000,NP,4701,SG_GEN_PARLN,0.0
2000,NP,4701,SG_GEN_PARLNT,0.0
2002,NP,4701,SG_GEN_PARL,0.0
2002,NP,4701,SG_GEN_PARLN,0.0
2002,NP,4701,SG_GEN_PARLNT,0.0
2004,NP,4701,SG_GEN_PARL,0.0
2004,NP,4701,SG_GEN_PARLN,0.0
2004,NP,4701,SG_GEN_PARLNT,0.0
2008,NP,4701,SG_GEN_PARL,0.0
2008,NP,4701,SG_GEN_PARLN,0.0
2008,NP,4701,SG_GEN_PARLNT,0.0
2011,NP,4701,SG_GEN_PARL,0.0
2011,NP,4701,SG_GEN_PARLN,0.0
2011,NP,4701,SG_GEN_PARLNT,0.0
2012,NP,4701,SG_GEN_PARL,0.0
2012,NP,4701,SG_GEN_PARLN,0.0
2012,NP,4701,SG_GEN_PARLNT,0.0
2015,NP,4701,SG_GEN_PARL,0.0
2015,NP,4701,SG_GEN_PARLN,0.0
2015,NP,4701,SG_GEN_PARLNT,0.0
2016,NP,4701,SG_GEN_PARL,0.0
2016,NP,4701,SG_GEN_PARLN,0.0
2016,NP,4701,SG_GEN_PARLNT,0.0
2019,NP,4701,SG_GEN_PARL,0.0
2019,NP,4701,SG_GEN_PARLN,0.0
2019,NP,4701,SG_GEN_PARLNT,0.0
2020,NP,4701,SG_GEN_PARL,0.0
2020,NP,4701,SG_GEN_PARLN,0.0
2020,NP,4701,SG_GEN_PARLNT,0.0
2022,NP,4701,SG_GEN_PARL,0.0
2022,NP,4701,SG_GEN_PARLN,0.0
2022,NP,4701,SG_GEN_PARLNT,0.0
2024,NP,4701,SG_GEN_PARL,0.0
2024,NP,4701,SG_GEN_PARLN,0.0
2024,NP,4701,SG_GEN_PARLNT,0.0
1984,NP,4602,SG_GEN_PARL,0.0
1984,NP,4602,SG_GEN_PARLN,0.0
1984,NP,4602,SG_GEN_PARLNT,0.0
1988,NP,4602,SG_GEN_PARL,0.0
1988,NP,4602,SG_GEN_PARLN,0.0
1988,NP,4602,SG_GEN_PARLNT,0.0
1990,NP,4602,SG_GEN_PARL,0.0
1990,NP,4602,SG_GEN_PARLN,0.0
1990,NP,4602,SG_GEN_PARLNT,0.0
1992,NP,4602,SG_GEN_PARL,0.0
1992,NP,4602,SG_GEN_PARLN,0.0
1992,NP,4602,SG_GEN_PARLNT,0.0
1994,NP,4602,SG_GEN_PARL,0.0
1994,NP,4602,SG_GEN_PARLN,0.0
1994,NP,4602,SG_GEN_PARLNT,0.0
1996,NP,4602,SG_GEN_PARL,0.0
1996,NP,4602,SG_GEN_PARLN,0.0
1996,NP,4602,SG_GEN_PARLNT,0.0
1998,NP,4602,SG_GEN_PARL,0.0
1998,NP,4602,SG_GEN_PARLN,0.0
1998,NP,4602,SG_GEN_PARLNT,0.0
2000,NP,4602,SG_GEN_PARL,0.0
2000,NP,4602,SG_GEN_PARLN,0.0
2000,NP,4602,SG_GEN_PARLNT,0.0
2002,NP,4602,SG_GEN_PARL,0.0
2002,NP,4602,SG_GEN_PARLN,0.0
2002,NP,4602,SG_GEN_PARLNT,0.0
2004,NP,4602,SG_GEN_PARL,0.0
2004,NP,4602,SG_GEN_PARLN,0.0
2004,NP,4602,SG_GEN_PARLNT,0.0
2008,NP,4602,SG_GEN_PARL,0.0
2008,NP,4602,SG_GEN_PARLN,0.0
2008,NP,4602,SG_GEN_PARLNT,0.0
2011,NP,4602,SG_GEN_PARL,0.0
2011,NP,4602,SG_GEN_PARLN,0.0
2011,NP,4602,SG_GEN_PARLNT,0.0
2012,NP,4602,SG_GEN_PARL,0.0
2012,NP,4602,SG_GEN_PARLN,0.0
2012,NP,4602,SG_GEN_PARLNT,0.0
2015,NP,4602,SG_GEN_PARL,0.0
2015,NP,4602,SG_GEN_PARLN,0.0
2015,NP,4602,SG_GEN_PARLNT,0.0
2016,NP,4602,SG_GEN_PARL,0.0
2016,NP,4602,SG_GEN_PARLN,0.0
2016,NP,4602,SG_GEN_PARLNT,0.0
2019,NP,4602,SG_GEN_PARL,0.0
2019,NP,4602,SG_GEN_PARLN,0.0
2019,NP,4602,SG_GEN_PARLNT,0.0
2020,NP,4602,SG_GEN_PARL,0.0
2020,NP,4602,SG_GEN_PARLN,0.0
2020,NP,4602,SG_GEN_PARLNT,0.0
2022,NP,4602,SG_GEN_PARL,0.0
2022,NP,4602,SG_GEN_PARLN,0.0
2022,NP,4602,SG_GEN_PARLNT,0.0
2024,NP,4602,SG_GEN_PARL,0.0
2024,NP,4602,SG_GEN_PARLN,0.0
2024,NP,4602,SG_GEN_PARLNT,0.0
1984,NP,4402V,SG_GEN_PARL,0.0
1984,NP,4402V,SG_GEN_PARLN,0.0
1984,NP,4402V,SG_GEN_PARLNT,0.0
1988,NP,4402V,SG_GEN_PARL,0.0
1988,NP,4402V,SG_GEN_PARLN,0.0
1988,NP,4402V,SG_GEN_PARLNT,0.0
1990,NP,4402V,SG_GEN_PARL,0.0
1990,NP,4402V,SG_GEN_PARLN,0.0
1990,NP,4402V,SG_GEN_PARLNT,0.0
1992,NP,4402V,SG_GEN_PARL,0.0
1992,NP,4402V,SG_GEN_PARLN,0.0
1992,NP,4402V,SG_GEN_PARLNT,0.0
1994,NP,4402V,SG_GEN_PARL,0.0
1994,NP,4402V,SG_GEN_PARLN,0.0
1994,NP,4402V,SG_GEN_PARLNT,0.0
1996,NP,4402V,SG_GEN_PARL,0.0
1996,NP,4402V,SG_GEN_PARLN,0.0
1996,NP,4402V,SG_GEN_PARLNT,0.0
1998,NP,4402V,SG_GEN_PARL,0.0
1998,NP,4402V,SG_GEN_PARLN,0.0
1998,NP,4402V,SG_GEN_PARLNT,0.0
2000,NP,4402V,SG_GEN_PARL,0.0
2000,NP,4402V,SG_GEN_PARLN,0.0
2000,NP,4402V,SG_GEN_PARLNT,0.0
2002,NP,4402V,SG_GEN_PARL,0.0
2002,NP,4402V,SG_GEN_PARLN,0.0
2002,NP,4402V,SG_GEN_PARLNT,0.0
2004,NP,4402V,SG_GEN_PARL,0.0
2004,NP,4402V,SG_GEN_PARLN,0.0
2004,NP,4402V,SG_GEN_PARLNT,0.0
2008,NP,4402V,SG_GEN_PARL,0.0
2008,NP,4402V,SG_GEN_PARLN,0.0
2008,NP,4402V,SG_GEN_PARLNT,0.0
2011,NP,4402V,SG_GEN_PARL,0.0
2011,NP,4402V,SG_GEN_PARLN,0.0
2011,NP,4402V,SG_GEN_PARLNT,0.0
2012,NP,4402V,SG_GEN_PARL,0.0
2012,NP,4402V,SG_GEN_PARLN,0.0
2012,NP,4402V,SG_GEN_PARLNT,0.0
2015,NP,4402V,SG_GEN_PARL,0.0
2015,NP,4402V,SG_GEN_PARLN,0.0
2015,NP,4402V,SG_GEN_PARLNT,0.0
2016,NP,4402V,SG_GEN_PARL,0.0
2016,NP,4402V,SG_GEN_PARLN,0.0
2016,NP,4402V,SG_GEN_PARLNT,0.0
2019,NP,4402V,SG_GEN_PARL,0.0
2019,NP,4402V,SG_GEN_PARLN,0.0
2019,NP,4402V,SG_GEN_PARLNT,0.0
2020,NP,4402V,SG_GEN_PARL,0.0
2020,NP,4402V,SG_GEN_PARLN,0.0
2020,NP,4402V,SG_GEN_PARLNT,0.0
2022,NP,4402V,SG_GEN_PARL,0.0
2022,NP,4402V,SG_GEN_PARLN,0.0
2022,NP,4402V,SG_GEN_PARLNT,0.0
2024,NP,4402V,SG_GEN_PARL,0.0
2024,NP,4402V,SG_GEN_PARLN,0.0
2024,NP,4402V,SG_GEN_PARLNT,0.0
1984,NP,4606,SG_GEN_PARL,0.0
1984,NP,4606,SG_GEN_PARLN,0.0
1984,NP,4606,SG_GEN_PARLNT,0.0
1988,NP,4606,SG_GEN_PARL,0.0
1988,NP,4606,SG_GEN_PARLN,0.0
1988,NP,4606,SG_GEN_PARLNT,0.0
1990,NP,4606,SG_GEN_PARL,0.0
1990,NP,4606,SG_GEN_PARLN,0.0
1990,NP,4606,SG_GEN_PARLNT,0.0
1992,NP,4606,SG_GEN_PARL,0.0
1992,NP,4606,SG_GEN_PARLN,0.0
1992,NP,4606,SG_GEN_PARLNT,0.0
1994,NP,4606,SG_GEN_PARL,0.0
1994,NP,4606,SG_GEN_PARLN,0.0
1994,NP,4606,SG_GEN_PARLNT,0.0
1996,NP,4606,SG_GEN_PARL,0.0
1996,NP,4606,SG_GEN_PARLN,0.0
1996,NP,4606,SG_GEN_PARLNT,0.0
1998,NP,4606,SG_GEN_PARL,0.0
1998,NP,4606,SG_GEN_PARLN,0.0
1998,NP,4606,SG_GEN_PARLNT,0.0
2000,NP,4606,SG_GEN_PARL,0.0
2000,NP,4606,SG_GEN_PARLN,0.0
2000,NP,4606,SG_GEN_PARLNT,0.0
2002,NP,4606,SG_GEN_PARL,0.0
2002,NP,4606,SG_GEN_PARLN,0.0
2002,NP,4606,SG_GEN_PARLNT,0.0
2004,NP,4606,SG_GEN_PARL,0.0
2004,NP,4606,SG_GEN_PARLN,0.0
2004,NP,4606,SG_GEN_PARLNT,0.0
2008,NP,4606,SG_GEN_PARL,0.0
2008,NP,4606,SG_GEN_PARLN,0.0
2008,NP,4606,SG_GEN_PARLNT,0.0
2011,NP,4606,SG_GEN_PARL,0.0
2011,NP,4606,SG_GEN_PARLN,0.0
2011,NP,4606,SG_GEN_PARLNT,0.0
2012,NP,4606,SG_GEN_PARL,0.0
2012,NP,4606,SG_GEN_PARLN,0.0
2012,NP,4606,SG_GEN_PARLNT,0.0
2015,NP,4606,SG_GEN_PARL,0.0
2015,NP,4606,SG_GEN_PARLN,0.0
2015,NP,4606,SG_GEN_PARLNT,0.0
2016,NP,4606,SG_GEN_PARL,0.0
2016,NP,4606,SG_GEN_PARLN,0.0
2016,NP,4606,SG_GEN_PARLNT,0.0
2019,NP,4606,SG_GEN_PARL,0.0
2019,NP,4606,SG_GEN_PARLN,0.0
2019,NP,4606,SG_GEN_PARLNT,0.0
2020,NP,4606,SG_GEN_PARL,0.0
2020,NP,4606,SG_GEN_PARLN,0.0
2020,NP,4606,SG_GEN_PARLNT,0.0
2022,NP,4606,SG_GEN_PARL,0.0
2022,NP,4606,SG_GEN_PARLN,0.0
2022,NP,4606,SG_GEN_PARLNT,0.0
2024,NP,4606,SG_GEN_PARL,0.0
2024,NP,4606,SG_GEN_PARLN,0.0
2024,NP,4606,SG_GEN_PARLNT,0.0
1984,NP,4307,SG_GEN_PARL,0.0
1984,NP,4307,SG_GEN_PARLN,0.0
1984,NP,4307,SG_GEN_PARLNT,0.0
1988,NP,4307,SG_GEN_PARL,0.0
1988,NP,4307,SG_GEN_PARLN,0.0
1988,NP,4307,SG_GEN_PARLNT,0.0
1990,NP,4307,SG_GEN_PARL,0.0
1990,NP,4307,SG_GEN_PARLN,0.0
1990,NP,4307,SG_GEN_PARLNT,0.0
1992,NP,4307,SG_GEN_PARL,0.0
1992,NP,4307,SG_GEN_PARLN,0.0
1992,NP,4307,SG_GEN_PARLNT,0.0
1994,NP,4307,SG_GEN_PARL,0.0
1994,NP,4307,SG_GEN_PARLN,0.0
1994,NP,4307,SG_GEN_PARLNT,0.0
1996,NP,4307,SG_GEN_PARL,0.0
1996,NP,4307,SG_GEN_PARLN,0.0
1996,NP,4307,SG_GEN_PARLNT,0.0
1998,NP,4307,SG_GEN_PARL,0.0
1998,NP,4307,SG_GEN_PARLN,0.0
1998,NP,4307,SG_GEN_PARLNT,0.0
2000,NP,4307,SG_GEN_PARL,0.0
2000,NP,4307,SG_GEN_PARLN,0.0
2000,NP,4307,SG_GEN_PARLNT,0.0
2002,NP,4307,SG_GEN_PARL,0.0
2002,NP,4307,SG_GEN_PARLN,0.0
2002,NP,4307,SG_GEN_PARLNT,0.0
2004,NP,4307,SG_GEN_PARL,0.0
2004,NP,4307,SG_GEN_PARLN,0.0
2004,NP,4307,SG_GEN_PARLNT,0.0
2008,NP,4307,SG_GEN_PARL,0.0
2008,NP,4307,SG_GEN_PARLN,0.0
2008,NP,4307,SG_GEN_PARLNT,0.0
2011,NP,4307,SG_GEN_PARL,0.0
2011,NP,4307,SG_GEN_PARLN,0.0
2011,NP,4307,SG_GEN_PARLNT,0.0
2012,NP,4307,SG_GEN_PARL,0.0
2012,NP,4307,SG_GEN_PARLN,0.0
2012,NP,4307,SG_GEN_PARLNT,0.0
2015,NP,4307,SG_GEN_PARL,0.0
2015,NP,4307,SG_GEN_PARLN,0.0
2015,NP,4307,SG_GEN_PARLNT,0.0
2016,NP,4307,SG_GEN_PARL,0.0
2016,NP,4307,SG_GEN_PARLN,0.0
2016,NP,4307,SG_GEN_PARLNT,0.0
2019,NP,4307,SG_GEN_PARL,0.0
2019,NP,4307,SG_GEN_PARLN,0.0
2019,NP,4307,SG_GEN_PARLNT,0.0
2020,NP,4307,SG_GEN_PARL,0.0
2020,NP,4307,SG_GEN_PARLN,0.0
2020,NP,4307,SG_GEN_PARLNT,0.0
2022,NP,4307,SG_GEN_PARL,0.0
2022,NP,4307,SG_GEN_PARLN,0.0
2022,NP,4307,SG_GEN_PARLNT,0.0
2024,NP,4307,SG_GEN_PARL,0.0
2024,NP,4307,SG_GEN_PARLN,0.0
2024,NP,4307,SG_GEN_PARLNT,0.0
1984,NP,4103,SG_GEN_PARL,0.0
1984,NP,4103,SG_GEN_PARLN,0.0
1984,NP,4103,SG_GEN_PARLNT,0.0
1988,NP,4103,SG_GEN_PARL,0.0
1988,NP,4103,SG_GEN_PARLN,0.0
1988,NP,4103,SG_GEN_PARLNT,0.0
1990,NP,4103,SG_GEN_PARL,0.0
1990,NP,4103,SG_GEN_PARLN,0.0
1990,NP,4103,SG_GEN_PARLNT,0.0
1992,NP,4103,SG_GEN_PARL,0.0
1992,NP,4103,SG_GEN_PARLN,0.0
1992,NP,4103,SG_GEN_PARLNT,0.0
1994,NP,4103,SG_GEN_PARL,0.0
1994,NP,4103,SG_GEN_PARLN,0.0
1994,NP,4103,SG_GEN_PARLNT,0.0
1996,NP,4103,SG_GEN_PARL,0.0
1996,NP,4103,SG_GEN_PARLN,0.0
1996,NP,4103,SG_GEN_PARLNT,0.0
1998,NP,4103,SG_GEN_PARL,0.0
1998,NP,4103,SG_GEN_PARLN,0.0
1998,NP,4103,SG_GEN_PARLNT,0.0
2000,NP,4103,SG_GEN_PARL,0.0
2000,NP,4103,SG_GEN_PARLN,0.0
2000,NP,4103,SG_GEN_PARLNT,0.0
2002,NP,4103,SG_GEN_PARL,0.0
2002,NP,4103,SG_GEN_PARLN,0.0
2002,NP,4103,SG_GEN_PARLNT,0.0
2004,NP,4103,SG_GEN_PARL,0.0
2004,NP,4103,SG_GEN_PARLN,0.0
2004,NP,4103,SG_GEN_PARLNT,0.0
2008,NP,4103,SG_GEN_PARL,0.0
2008,NP,4103,SG_GEN_PARLN,0.0
2008,NP,4103,SG_GEN_PARLNT,0.0
2011,NP,4103,SG_GEN_PARL,0.0
2011,NP,4103,SG_GEN_PARLN,0.0
2011,NP,4103,SG_GEN_PARLNT,0.0
2012,NP,4103,SG_GEN_PARL,0.0
2012,NP,4103,SG_GEN_PARLN,0.0
2012,NP,4103,SG_GEN_PARLNT,0.0
2015,NP,4103,SG_GEN_PARL,0.0
2015,NP,4103,SG_GEN_PARLN,0.0
2015,NP,4103,SG_GEN_PARLNT,0.0
2016,NP,4103,SG_GEN_PARL,0.0
2016,NP,4103,SG_GEN_PARLN,0.0
2016,NP,4103,SG_GEN_PARLNT,0.0
2019,NP,4103,SG_GEN_PARL,0.0
2019,NP,4103,SG_GEN_PARLN,0.0
2019,NP,4103,SG_GEN_PARLNT,0.0
2020,NP,4103,SG_GEN_PARL,0.0
2020,NP,4103,SG_GEN_PARLN,0.0
2020,NP,4103,SG_GEN_PARLNT,0.0
2022,NP,4103,SG_GEN_PARL,0.0
2022,NP,4103,SG_GEN_PARLN,0.0
2022,NP,4103,SG_GEN_PARLNT,0.0
2024,NP,4103,SG_GEN_PARL,0.0
2024,NP,4103,SG_GEN_PARLN,0.0
2024,NP,4103,SG_GEN_PARLNT,0.0
1984,LG,TOT,SG_GEN_PARL,0.0
1984,LG,TOT,SG_GEN_PARLN,0.0
1984,LG,TOT,SG_GEN_PARLNT,0.0
1988,LG,TOT,SG_GEN_PARL,0.0
1988,LG,TOT,SG_GEN_PARLN,0.0
1988,LG,TOT,SG_GEN_PARLNT,0.0
1990,LG,TOT,SG_GEN_PARL,0.0
1990,LG,TOT,SG_GEN_PARLN,0.0
1990,LG,TOT,SG_GEN_PARLNT,0.0
1992,LG,TOT,SG_GEN_PARL,0.0
1992,LG,TOT,SG_GEN_PARLN,0.0
1992,LG,TOT,SG_GEN_PARLNT,0.0
1994,LG,TOT,SG_GEN_PARL,0.0
1994,LG,TOT,SG_GEN_PARLN,0.0
1994,LG,TOT,SG_GEN_PARLNT,0.0
1996,LG,TOT,SG_GEN_PARL,0.0
1996,LG,TOT,SG_GEN_PARLN,0.0
1996,LG,TOT,SG_GEN_PARLNT,0.0
1998,LG,TOT,SG_GEN_PARL,0.0
1998,LG,TOT,SG_GEN_PARLN,0.0
1998,LG,TOT,SG_GEN_PARLNT,0.0
2000,LG,TOT,SG_GEN_PARL,0.0
2000,LG,TOT,SG_GEN_PARLN,0.0
2000,LG,TOT,SG_GEN_PARLNT,0.0
2002,LG,TOT,SG_GEN_PARL,0.0
2002,LG,TOT,SG_GEN_PARLN,0.0
2002,LG,TOT,SG_GEN_PARLNT,0.0
2004,LG,TOT,SG_GEN_PARL,0.0
2004,LG,TOT,SG_GEN_PARLN,0.0
2004,LG,TOT,SG_GEN_PARLNT,0.0
2008,LG,TOT,SG_GEN_PARL,0.0
2008,LG,TOT,SG_GEN_PARLN,0.0
2008,LG,TOT,SG_GEN_PARLNT,0.0
