Year,Series,Units,Flokkur/Kommuna,Value
2016,Kommunustýri,data.fowomenseats-number,Fámjins kommuna,0.0
2016,Kommunustýri,data.fowomenseats-number,Fuglafjarðar kommuna,1.0
2016,Kommunustýri,data.fowomenseats-number,Fugloyar kommuna,2.0
2016,Kommunustýri,data.fowomenseats-number,Funnings kommuna,
2016,Kommunustýri,data.fowomenseats-number,Gjáar kommuna,
2016,Kommunustýri,data.fowomenseats-number,Gøtu kommuna,
2016,Kommunustýri,data.fowomenseats-number,Haldórsvíkar kommuna,
2016,Kommunustýri,data.fowomenseats-number,Hests kommuna,
2016,Kommunustýri,data.fowomenseats-number,Hósvíkar kommuna,
2016,Kommunustýri,data.fowomenseats-number,Hovs kommuna,2.0
2016,Kommunustýri,data.fowomenseats-number,Húsa kommuna,
2016,Kommunustýri,data.fowomenseats-number,Húsavíkar kommuna,3.0
2016,Kommunustýri,data.fowomenseats-number,Hvalbiar kommuna,2.0
2016,Kommunustýri,data.fowomenseats-number,Hvalvíkar kommuna,
2016,Kommunustýri,data.fowomenseats-number,Hvannasunds kommuna,2.0
2016,Kommunustýri,data.fowomenseats-number,Kirkjubøar kommuna,
2016,Kommunustýri,data.fowomenseats-number,Klaksvíkar kommuna,4.0
2016,Kommunustýri,data.fowomenseats-number,Kunoyar kommuna,2.0
2016,Kommunustýri,data.fowomenseats-number,Kvívíkar kommuna,3.0
2016,Kommunustýri,data.fowomenseats-number,Leirvíkar kommuna,
2016,Kommunustýri,data.fowomenseats-number,Miðvágs kommuna,
2016,Kommunustýri,data.fowomenseats-number,Mikladals kommuna,
2016,Kommunustýri,data.fowomenseats-number,Mykines kommuna,
2016,Kommunustýri,data.fowomenseats-number,Nes kommuna,1.0
2016,Kommunustýri,data.fowomenseats-number,Nólsoyar kommuna,
2016,Kommunustýri,data.fowomenseats-number,Oyndarfjarðar kommuna,
2016,Kommunustýri,data.fowomenseats-number,Porkeris kommuna,2.0
2016,Kommunustýri,data.fowomenseats-number,Runavíkar kommuna,3.0
2016,Kommunustýri,data.fowomenseats-number,Saksunar kommuna,
2016,Kommunustýri,data.fowomenseats-number,Sandavágs kommuna,
2016,Kommunustýri,data.fowomenseats-number,Sands kommuna,1.0
2016,Kommunustýri,data.fowomenseats-number,Sjóvar kommuna,1.0
2016,Kommunustýri,data.fowomenseats-number,Skála kommuna,
2016,Kommunustýri,data.fowomenseats-number,Skálavíkar kommuna,3.0
2016,Kommunustýri,data.fowomenseats-number,Skopunar kommuna,2.0
2016,Kommunustýri,data.fowomenseats-number,Skúgvoyar kommuna,0.0
2016,Kommunustýri,data.fowomenseats-number,Sørvágs kommuna,4.0
2016,Kommunustýri,data.fowomenseats-number,Sumbiar kommuna,0.0
2016,Kommunustýri,data.fowomenseats-number,Sunda kommuna,4.0
2016,Kommunustýri,data.fowomenseats-number,Svínoyar kommuna,
2016,Kommunustýri,data.fowomenseats-number,Tórshavnar kommuna,8.0
2016,Kommunustýri,data.fowomenseats-number,Tvøroyrar kommuna,3.0
2016,Kommunustýri,data.fowomenseats-number,Vága kommuna,3.0
2016,Kommunustýri,data.fowomenseats-number,Vágs kommuna,4.0
2016,Kommunustýri,data.fowomenseats-number,Vestmanna kommuna,3.0
2016,Kommunustýri,data.fowomenseats-number,Viðareiðis kommuna,2.0
2016,Kommunustýri,data.foseats-number,Allar kommunur,201.0
2016,Kommunustýri,data.foseats-number,Bíggjar kommuna,
2016,Kommunustýri,data.foseats-number,Eiðis kommuna,7.0
2016,Kommunustýri,data.foseats-number,Elduvíkar kommuna,
2016,Kommunustýri,data.foseats-number,Eysturkommuna,9.0
2016,Kommunustýri,data.foseats-number,Fámjins kommuna,3.0
2016,Kommunustýri,data.foseats-number,Fuglafjarðar kommuna,9.0
2016,Kommunustýri,data.foseats-number,Fugloyar kommuna,3.0
2016,Kommunustýri,data.foseats-number,Funnings kommuna,
2016,Kommunustýri,data.foseats-number,Gjáar kommuna,
2016,Kommunustýri,data.foseats-number,Gøtu kommuna,
2016,Kommunustýri,data.foseats-number,Haldórsvíkar kommuna,
2016,Kommunustýri,data.foseats-number,Hests kommuna,
2016,Kommunustýri,data.foseats-number,Hósvíkar kommuna,
2016,Kommunustýri,data.foseats-number,Hovs kommuna,5.0
2016,Kommunustýri,data.foseats-number,Húsa kommuna,
2016,Kommunustýri,data.foseats-number,Húsavíkar kommuna,5.0
2016,Kommunustýri,data.foseats-number,Hvalbiar kommuna,7.0
2016,Kommunustýri,data.foseats-number,Hvalvíkar kommuna,
2016,Kommunustýri,data.foseats-number,Hvannasunds kommuna,5.0
2016,Kommunustýri,data.foseats-number,Kirkjubøar kommuna,
2016,Kommunustýri,data.foseats-number,Klaksvíkar kommuna,11.0
2016,Kommunustýri,data.foseats-number,Kunoyar kommuna,5.0
2016,Kommunustýri,data.foseats-number,Kvívíkar kommuna,7.0
2016,Kommunustýri,data.foseats-number,Leirvíkar kommuna,
2016,Kommunustýri,data.foseats-number,Miðvágs kommuna,
2016,Kommunustýri,data.foseats-number,Mikladals kommuna,
2016,Kommunustýri,data.foseats-number,Mykines kommuna,
2016,Kommunustýri,data.foseats-number,Nes kommuna,7.0
2016,Kommunustýri,data.foseats-number,Nólsoyar kommuna,
2016,Kommunustýri,data.foseats-number,Oyndarfjarðar kommuna,
2016,Kommunustýri,data.foseats-number,Porkeris kommuna,5.0
2016,Kommunustýri,data.foseats-number,Runavíkar kommuna,11.0
2016,Kommunustýri,data.foseats-number,Saksunar kommuna,
2016,Kommunustýri,data.foseats-number,Sandavágs kommuna,
2016,Kommunustýri,data.foseats-number,Sands kommuna,7.0
2016,Kommunustýri,data.foseats-number,Sjóvar kommuna,7.0
2016,Kommunustýri,data.foseats-number,Skála kommuna,
2016,Kommunustýri,data.foseats-number,Skálavíkar kommuna,5.0
2016,Kommunustýri,data.foseats-number,Skopunar kommuna,5.0
2016,Kommunustýri,data.foseats-number,Skúgvoyar kommuna,3.0
2016,Kommunustýri,data.foseats-number,Sørvágs kommuna,7.0
2016,Kommunustýri,data.foseats-number,Sumbiar kommuna,5.0
2016,Kommunustýri,data.foseats-number,Sunda kommuna,11.0
2016,Kommunustýri,data.foseats-number,Svínoyar kommuna,
2016,Kommunustýri,data.foseats-number,Tórshavnar kommuna,13.0
2016,Kommunustýri,data.foseats-number,Tvøroyrar kommuna,7.0
2016,Kommunustýri,data.foseats-number,Vága kommuna,11.0
2016,Kommunustýri,data.foseats-number,Vágs kommuna,9.0
2016,Kommunustýri,data.foseats-number,Vestmanna kommuna,7.0
2016,Kommunustýri,data.foseats-number,Viðareiðis kommuna,5.0
2020,Kommunustýri,data.fowomenseats-proportion,Allar kommunur,35.7
2020,Kommunustýri,data.fowomenseats-proportion,Bíggjar kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Eiðis kommuna,57.1
2020,Kommunustýri,data.fowomenseats-proportion,Elduvíkar kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Eysturkommuna,44.4
2020,Kommunustýri,data.fowomenseats-proportion,Fámjins kommuna,0.0
2020,Kommunustýri,data.fowomenseats-proportion,Fuglafjarðar kommuna,22.2
2020,Kommunustýri,data.fowomenseats-proportion,Fugloyar kommuna,66.7
2020,Kommunustýri,data.fowomenseats-proportion,Funnings kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Gjáar kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Gøtu kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Haldórsvíkar kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Hests kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Hósvíkar kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Hovs kommuna,33.3
2020,Kommunustýri,data.fowomenseats-proportion,Húsa kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Húsavíkar kommuna,40.0
2020,Kommunustýri,data.fowomenseats-proportion,Hvalbiar kommuna,28.6
2020,Kommunustýri,data.fowomenseats-proportion,Hvalvíkar kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Hvannasunds kommuna,80.0
2020,Kommunustýri,data.fowomenseats-proportion,Kirkjubøar kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Klaksvíkar kommuna,36.4
2020,Kommunustýri,data.fowomenseats-proportion,Kunoyar kommuna,20.0
2020,Kommunustýri,data.fowomenseats-proportion,Kvívíkar kommuna,42.9
2020,Kommunustýri,data.fowomenseats-proportion,Leirvíkar kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Miðvágs kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Mikladals kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Mykines kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Nes kommuna,28.6
2020,Kommunustýri,data.fowomenseats-proportion,Nólsoyar kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Oyndarfjarðar kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Porkeris kommuna,40.0
2020,Kommunustýri,data.fowomenseats-proportion,Runavíkar kommuna,36.4
2020,Kommunustýri,data.fowomenseats-proportion,Saksunar kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Sandavágs kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Sands kommuna,42.9
2020,Kommunustýri,data.fowomenseats-proportion,Sjóvar kommuna,0.0
2020,Kommunustýri,data.fowomenseats-proportion,Skála kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Skálavíkar kommuna,20.0
2020,Kommunustýri,data.fowomenseats-proportion,Skopunar kommuna,40.0
2020,Kommunustýri,data.fowomenseats-proportion,Skúgvoyar kommuna,0.0
2020,Kommunustýri,data.fowomenseats-proportion,Sørvágs kommuna,28.6
2020,Kommunustýri,data.fowomenseats-proportion,Sumbiar kommuna,40.0
2020,Kommunustýri,data.fowomenseats-proportion,Sunda kommuna,9.1
2020,Kommunustýri,data.fowomenseats-proportion,Svínoyar kommuna,
2020,Kommunustýri,data.fowomenseats-proportion,Tórshavnar kommuna,53.8
2020,Kommunustýri,data.fowomenseats-proportion,Tvøroyrar kommuna,42.9
2020,Kommunustýri,data.fowomenseats-proportion,Vága kommuna,45.5
2020,Kommunustýri,data.fowomenseats-proportion,Vágs kommuna,33.3
2020,Kommunustýri,data.fowomenseats-proportion,Vestmanna kommuna,57.1
2020,Kommunustýri,data.fowomenseats-proportion,Viðareiðis kommuna,20.0
2020,Kommunustýri,data.fowomenseats-number,Allar kommunur,71.0
2020,Kommunustýri,data.fowomenseats-number,Bíggjar kommuna,
2020,Kommunustýri,data.fowomenseats-number,Eiðis kommuna,4.0
2020,Kommunustýri,data.fowomenseats-number,Elduvíkar kommuna,
2020,Kommunustýri,data.fowomenseats-number,Eysturkommuna,4.0
2020,Kommunustýri,data.fowomenseats-number,Fámjins kommuna,0.0
2020,Kommunustýri,data.fowomenseats-number,Fuglafjarðar kommuna,2.0
2020,Kommunustýri,data.fowomenseats-number,Fugloyar kommuna,2.0
2020,Kommunustýri,data.fowomenseats-number,Funnings kommuna,
2020,Kommunustýri,data.fowomenseats-number,Gjáar kommuna,
2020,Kommunustýri,data.fowomenseats-number,Gøtu kommuna,
2020,Kommunustýri,data.fowomenseats-number,Haldórsvíkar kommuna,
2020,Kommunustýri,data.fowomenseats-number,Hests kommuna,
2020,Kommunustýri,data.fowomenseats-number,Hósvíkar kommuna,
2020,Kommunustýri,data.fowomenseats-number,Hovs kommuna,1.0
2020,Kommunustýri,data.fowomenseats-number,Húsa kommuna,
2020,Kommunustýri,data.fowomenseats-number,Húsavíkar kommuna,2.0
2020,Kommunustýri,data.fowomenseats-number,Hvalbiar kommuna,2.0
2020,Kommunustýri,data.fowomenseats-number,Hvalvíkar kommuna,
2020,Kommunustýri,data.fowomenseats-number,Hvannasunds kommuna,4.0
2020,Kommunustýri,data.fowomenseats-number,Kirkjubøar kommuna,
2020,Kommunustýri,data.fowomenseats-number,Klaksvíkar kommuna,4.0
2020,Kommunustýri,data.fowomenseats-number,Kunoyar kommuna,1.0
2020,Kommunustýri,data.fowomenseats-number,Kvívíkar kommuna,3.0
2020,Kommunustýri,data.fowomenseats-number,Leirvíkar kommuna,
2020,Kommunustýri,data.fowomenseats-number,Miðvágs kommuna,
2020,Kommunustýri,data.fowomenseats-number,Mikladals kommuna,
2020,Kommunustýri,data.fowomenseats-number,Mykines kommuna,
2020,Kommunustýri,data.fowomenseats-number,Nes kommuna,2.0
2020,Kommunustýri,data.fowomenseats-number,Nólsoyar kommuna,
2020,Kommunustýri,data.fowomenseats-number,Oyndarfjarðar kommuna,
2020,Kommunustýri,data.fowomenseats-number,Porkeris kommuna,2.0
2020,Kommunustýri,data.fowomenseats-number,Runavíkar kommuna,4.0
2020,Kommunustýri,data.fowomenseats-number,Saksunar kommuna,
2020,Kommunustýri,data.fowomenseats-number,Sandavágs kommuna,
2020,Kommunustýri,data.fowomenseats-number,Sands kommuna,3.0
2020,Kommunustýri,data.fowomenseats-number,Sjóvar kommuna,0.0
2020,Kommunustýri,data.fowomenseats-number,Skála kommuna,
2020,Kommunustýri,data.fowomenseats-number,Skálavíkar kommuna,1.0
2020,Kommunustýri,data.fowomenseats-number,Skopunar kommuna,2.0
2020,Kommunustýri,data.fowomenseats-number,Skúgvoyar kommuna,0.0
2020,Kommunustýri,data.fowomenseats-number,Sørvágs kommuna,2.0
2020,Kommunustýri,data.fowomenseats-number,Sumbiar kommuna,2.0
2020,Kommunustýri,data.fowomenseats-number,Sunda kommuna,1.0
2020,Kommunustýri,data.fowomenseats-number,Svínoyar kommuna,
2020,Kommunustýri,data.fowomenseats-number,Tórshavnar kommuna,7.0
2020,Kommunustýri,data.fowomenseats-number,Tvøroyrar kommuna,3.0
2020,Kommunustýri,data.fowomenseats-number,Vága kommuna,5.0
2020,Kommunustýri,data.fowomenseats-number,Vágs kommuna,3.0
2020,Kommunustýri,data.fowomenseats-number,Vestmanna kommuna,4.0
2020,Kommunustýri,data.fowomenseats-number,Viðareiðis kommuna,1.0
2020,Kommunustýri,data.foseats-number,Allar kommunur,199.0
2020,Kommunustýri,data.foseats-number,Bíggjar kommuna,
2020,Kommunustýri,data.foseats-number,Eiðis kommuna,7.0
2020,Kommunustýri,data.foseats-number,Elduvíkar kommuna,
2020,Kommunustýri,data.foseats-number,Eysturkommuna,9.0
2020,Kommunustýri,data.foseats-number,Fámjins kommuna,3.0
2020,Kommunustýri,data.foseats-number,Fuglafjarðar kommuna,9.0
2020,Kommunustýri,data.foseats-number,Fugloyar kommuna,3.0
2020,Kommunustýri,data.foseats-number,Funnings kommuna,
2020,Kommunustýri,data.foseats-number,Gjáar kommuna,
2020,Kommunustýri,data.foseats-number,Gøtu kommuna,
2020,Kommunustýri,data.foseats-number,Haldórsvíkar kommuna,
2020,Kommunustýri,data.foseats-number,Hests kommuna,
2020,Kommunustýri,data.foseats-number,Hósvíkar kommuna,
2020,Kommunustýri,data.foseats-number,Hovs kommuna,3.0
2020,Kommunustýri,data.foseats-number,Húsa kommuna,
2020,Kommunustýri,data.foseats-number,Húsavíkar kommuna,5.0
2020,Kommunustýri,data.foseats-number,Hvalbiar kommuna,7.0
2020,Kommunustýri,data.foseats-number,Hvalvíkar kommuna,
2020,Kommunustýri,data.foseats-number,Hvannasunds kommuna,5.0
2020,Kommunustýri,data.foseats-number,Kirkjubøar kommuna,
2020,Kommunustýri,data.foseats-number,Klaksvíkar kommuna,11.0
2020,Kommunustýri,data.foseats-number,Kunoyar kommuna,5.0
2020,Kommunustýri,data.foseats-number,Kvívíkar kommuna,7.0
2020,Kommunustýri,data.foseats-number,Leirvíkar kommuna,
2020,Kommunustýri,data.foseats-number,Miðvágs kommuna,
2020,Kommunustýri,data.foseats-number,Mikladals kommuna,
2020,Kommunustýri,data.foseats-number,Mykines kommuna,
2020,Kommunustýri,data.foseats-number,Nes kommuna,7.0
2020,Kommunustýri,data.foseats-number,Nólsoyar kommuna,
2020,Kommunustýri,data.foseats-number,Oyndarfjarðar kommuna,
2020,Kommunustýri,data.foseats-number,Porkeris kommuna,5.0
2020,Kommunustýri,data.foseats-number,Runavíkar kommuna,11.0
2020,Kommunustýri,data.foseats-number,Saksunar kommuna,
2020,Kommunustýri,data.foseats-number,Sandavágs kommuna,
2020,Kommunustýri,data.foseats-number,Sands kommuna,7.0
2020,Kommunustýri,data.foseats-number,Sjóvar kommuna,7.0
2020,Kommunustýri,data.foseats-number,Skála kommuna,
2020,Kommunustýri,data.foseats-number,Skálavíkar kommuna,5.0
2020,Kommunustýri,data.foseats-number,Skopunar kommuna,5.0
2020,Kommunustýri,data.foseats-number,Skúgvoyar kommuna,3.0
2020,Kommunustýri,data.foseats-number,Sørvágs kommuna,7.0
2020,Kommunustýri,data.foseats-number,Sumbiar kommuna,5.0
2020,Kommunustýri,data.foseats-number,Sunda kommuna,11.0
2020,Kommunustýri,data.foseats-number,Svínoyar kommuna,
2020,Kommunustýri,data.foseats-number,Tórshavnar kommuna,13.0
2020,Kommunustýri,data.foseats-number,Tvøroyrar kommuna,7.0
2020,Kommunustýri,data.foseats-number,Vága kommuna,11.0
2020,Kommunustýri,data.foseats-number,Vágs kommuna,9.0
2020,Kommunustýri,data.foseats-number,Vestmanna kommuna,7.0
2020,Kommunustýri,data.foseats-number,Viðareiðis kommuna,5.0
