Year,Sex,date.age,Geography,GeoCode,Value
2020,Females,18-24 years,Suðuroyar region,R4600,5
2020,Females,18-24 years,Vága region,R4400,3.1
2020,Females,25-54 years,,,2.6
2020,Females,25-54 years,Eysturoyar region,R4200,2.2
2020,Females,25-54 years,Norðoya region,R4100,2.9
2020,Females,25-54 years,Sandoyar region,R4500,4.6
2020,Females,25-54 years,"Streymoyar region, north",R4300,1.4
2020,Females,25-54 years,"Streymoyar region, south",R4700,2.2
2020,Females,25-54 years,Suðuroyar region,R4600,6.1
2020,Females,25-54 years,Vága region,R4400,2.2
2020,Females,55-66 years,,,1.7
2020,Females,55-66 years,Eysturoyar region,R4200,1.3
2020,Females,55-66 years,Norðoya region,R4100,1.2
2020,Females,55-66 years,Sandoyar region,R4500,2.1
2020,Females,55-66 years,"Streymoyar region, north",R4300,1.8
2020,Females,55-66 years,"Streymoyar region, south",R4700,1.5
2020,Females,55-66 years,Suðuroyar region,R4600,2.4
2020,Females,55-66 years,Vága region,R4400,3.9
2020,Females,67+ years,,,1.6
2020,Females,67+ years,Eysturoyar region,R4200,1.3
2020,Females,67+ years,Norðoya region,R4100,1.9
2020,Females,67+ years,Sandoyar region,R4500,2.1
2020,Females,67+ years,"Streymoyar region, north",R4300,1.3
2020,Females,67+ years,"Streymoyar region, south",R4700,1.5
2020,Females,67+ years,Suðuroyar region,R4600,1.4
2020,Females,67+ years,Vága region,R4400,2.6
2020,Males,,,,2.1
2020,Males,,Eysturoyar region,R4200,1.9
2020,Males,,Norðoya region,R4100,1.9
2020,Males,,Sandoyar region,R4500,2.4
2020,Males,,"Streymoyar region, north",R4300,1.6
2020,Males,,"Streymoyar region, south",R4700,2
2020,Males,,Suðuroyar region,R4600,4.1
2020,Males,,Vága region,R4400,2
2020,Males,00-17 years,,,3
2020,Males,00-17 years,Eysturoyar region,R4200,3.1
2020,Males,00-17 years,Norðoya region,R4100,3.7
2020,Males,00-17 years,Sandoyar region,R4500,4.1
2020,Males,00-17 years,"Streymoyar region, north",R4300,1.4
2020,Males,00-17 years,"Streymoyar region, south",R4700,2.5
2020,Males,00-17 years,Suðuroyar region,R4600,6.6
2020,Males,00-17 years,Vága region,R4400,1.9
2020,Males,18-24 years,,,1.7
2020,Males,18-24 years,Eysturoyar region,R4200,0.7
2020,Males,18-24 years,Norðoya region,R4100,1.2
2020,Males,18-24 years,Sandoyar region,R4500,3.9
2020,Males,18-24 years,"Streymoyar region, north",R4300,1.2
2020,Males,18-24 years,"Streymoyar region, south",R4700,1.8
2020,Males,18-24 years,Suðuroyar region,R4600,5
2020,Males,18-24 years,Vága region,R4400,1.3
2020,Males,25-54 years,,,2
2020,Males,25-54 years,Eysturoyar region,R4200,1.6
2020,Males,25-54 years,Norðoya region,R4100,1.6
2020,Males,25-54 years,Sandoyar region,R4500,1.4
2020,Males,25-54 years,"Streymoyar region, north",R4300,1.6
2020,Males,25-54 years,"Streymoyar region, south",R4700,1.9
2020,Males,25-54 years,Suðuroyar region,R4600,4.1
2020,Males,25-54 years,Vága region,R4400,2.2
2020,Males,55-66 years,,,2.3
2020,Males,55-66 years,Eysturoyar region,R4200,1.8
2020,Males,55-66 years,Norðoya region,R4100,1.1
2020,Males,55-66 years,Sandoyar region,R4500,2.4
2020,Males,55-66 years,"Streymoyar region, north",R4300,2.9
2020,Males,55-66 years,"Streymoyar region, south",R4700,2.2
2020,Males,55-66 years,Suðuroyar region,R4600,4.3
2020,Males,55-66 years,Vága region,R4400,2.7
2020,Males,67+ years,,,1.1
2020,Males,67+ years,Eysturoyar region,R4200,1
2020,Males,67+ years,Norðoya region,R4100,1.2
2020,Males,67+ years,Sandoyar region,R4500,1.6
2020,Males,67+ years,"Streymoyar region, north",R4300,0.9
2020,Males,67+ years,"Streymoyar region, south",R4700,1.1
2020,Males,67+ years,Suðuroyar region,R4600,0.9
2020,Males,67+ years,Vága region,R4400,1.5
2021,,,,,2.6
2021,,,Eysturoyar region,R4200,2.1
2021,,,Norðoya region,R4100,2.4
2021,,,Sandoyar region,R4500,4.1
2021,,,"Streymoyar region, north",R4300,2.3
2021,,,"Streymoyar region, south",R4700,2.6
2021,,,Suðuroyar region,R4600,3.8
2021,,,Vága region,R4400,3.1
2021,,00-17 years,,,3.4
2021,,00-17 years,Eysturoyar region,R4200,2.5
2021,,00-17 years,Norðoya region,R4100,4.2
2021,,00-17 years,Sandoyar region,R4500,7.5
2021,,00-17 years,"Streymoyar region, north",R4300,3.6
2021,,00-17 years,"Streymoyar region, south",R4700,2.9
2021,,00-17 years,Suðuroyar region,R4600,5.9
2021,,00-17 years,Vága region,R4400,3.4
2021,,18-24 years,,,3.3
2021,,18-24 years,Eysturoyar region,R4200,2.6
2021,,18-24 years,Norðoya region,R4100,1.5
2021,,18-24 years,Sandoyar region,R4500,3.5
2021,,18-24 years,"Streymoyar region, north",R4300,1
2021,,18-24 years,"Streymoyar region, south",R4700,4.5
2021,,18-24 years,Suðuroyar region,R4600,4.1
2021,,18-24 years,Vága region,R4400,3.5
2021,,25-54 years,,,2.8
2021,,25-54 years,Eysturoyar region,R4200,2.3
2021,,25-54 years,Norðoya region,R4100,2.7
2021,,25-54 years,Sandoyar region,R4500,4.6
2021,,25-54 years,"Streymoyar region, north",R4300,2.5
2021,,25-54 years,"Streymoyar region, south",R4700,2.6
2021,,25-54 years,Suðuroyar region,R4600,4.3
2021,,25-54 years,Vága region,R4400,3.3
2021,,55-66 years,,,2.2
2021,,55-66 years,Eysturoyar region,R4200,1.7
2021,,55-66 years,Norðoya region,R4100,0.9
2021,,55-66 years,Sandoyar region,R4500,3.8
2021,,55-66 years,"Streymoyar region, north",R4300,2.3
2021,,55-66 years,"Streymoyar region, south",R4700,2.2
2021,,55-66 years,Suðuroyar region,R4600,3.3
2021,,55-66 years,Vága region,R4400,3.3
2021,,67+ years,,,1
2021,,67+ years,Eysturoyar region,R4200,0.8
2021,,67+ years,Norðoya region,R4100,1.1
2021,,67+ years,Sandoyar region,R4500,0.7
2021,,67+ years,"Streymoyar region, north",R4300,0.6
2021,,67+ years,"Streymoyar region, south",R4700,1
2021,,67+ years,Suðuroyar region,R4600,0.9
2021,,67+ years,Vága region,R4400,2
2021,Females,,,,2.7
2021,Females,,Eysturoyar region,R4200,2.1
2021,Females,,Norðoya region,R4100,2.5
2021,Females,,Sandoyar region,R4500,5.1
2021,Females,,"Streymoyar region, north",R4300,2.5
2021,Females,,"Streymoyar region, south",R4700,2.7
2021,Females,,Suðuroyar region,R4600,3.5
2021,Females,,Vága region,R4400,3.1
2021,Females,00-17 years,,,3.5
2021,Females,00-17 years,Eysturoyar region,R4200,2.7
2021,Females,00-17 years,Norðoya region,R4100,3.6
2021,Females,00-17 years,Sandoyar region,R4500,9.9
2021,Females,00-17 years,"Streymoyar region, north",R4300,3.8
2021,Females,00-17 years,"Streymoyar region, south",R4700,3.2
2021,Females,00-17 years,Suðuroyar region,R4600,5.1
2021,Females,00-17 years,Vága region,R4400,4
2021,Females,18-24 years,,,4.1
2021,Females,18-24 years,Eysturoyar region,R4200,3.9
2021,Females,18-24 years,Norðoya region,R4100,1.5
2021,Females,18-24 years,Sandoyar region,R4500,5.1
2021,Females,18-24 years,"Streymoyar region, north",R4300,1.4
2021,Females,18-24 years,"Streymoyar region, south",R4700,5.9
2021,Females,18-24 years,Suðuroyar region,R4600,2.8
2021,Females,18-24 years,Vága region,R4400,2.4
2021,Females,25-54 years,,,2.9
2021,Females,25-54 years,Eysturoyar region,R4200,2.2
2021,Females,25-54 years,Norðoya region,R4100,3.1
2021,Females,25-54 years,Sandoyar region,R4500,5.7
2021,Females,25-54 years,"Streymoyar region, north",R4300,2.5
2021,Females,25-54 years,"Streymoyar region, south",R4700,2.7
2021,Females,25-54 years,Suðuroyar region,R4600,4.9
2021,Females,25-54 years,Vága region,R4400,3.1
2021,Females,55-66 years,,,1.6
2021,Females,55-66 years,Eysturoyar region,R4200,0.9
2021,Females,55-66 years,Norðoya region,R4100,0.9
2021,Females,55-66 years,Sandoyar region,R4500,4.3
2021,Females,55-66 years,"Streymoyar region, north",R4300,2.2
2021,Females,55-66 years,"Streymoyar region, south",R4700,1.6
2021,Females,55-66 years,Suðuroyar region,R4600,2.1
2021,Females,55-66 years,Vága region,R4400,3.4
2021,Females,67+ years,,,1.1
2021,Females,67+ years,Eysturoyar region,R4200,0.8
2021,Females,67+ years,Norðoya region,R4100,1.6
2021,Females,67+ years,Sandoyar region,R4500,0.7
2021,Females,67+ years,"Streymoyar region, north",R4300,0.9
2021,Females,67+ years,"Streymoyar region, south",R4700,1.2
2021,Females,67+ years,Suðuroyar region,R4600,0.9
2021,Females,67+ years,Vága region,R4400,1.8
2021,Males,,,,2.5
2021,Males,,Eysturoyar region,R4200,2.1
2021,Males,,Norðoya region,R4100,2.3
2021,Males,,Sandoyar region,R4500,3.2
2021,Males,,"Streymoyar region, north",R4300,2.2
2021,Males,,"Streymoyar region, south",R4700,2.5
2021,Males,,Suðuroyar region,R4600,4
2021,Males,,Vága region,R4400,3.1
2021,Males,00-17 years,,,3.2
2021,Males,00-17 years,Eysturoyar region,R4200,2.3
2021,Males,00-17 years,Norðoya region,R4100,4.7
2021,Males,00-17 years,Sandoyar region,R4500,5.2
2021,Males,00-17 years,"Streymoyar region, north",R4300,3.5
2021,Males,00-17 years,"Streymoyar region, south",R4700,2.6
2021,Males,00-17 years,Suðuroyar region,R4600,6.6
2021,Males,00-17 years,Vága region,R4400,2.7
2021,Males,18-24 years,,,2.6
2021,Males,18-24 years,Eysturoyar region,R4200,1.6
2021,Males,18-24 years,Norðoya region,R4100,1.5
2021,Males,18-24 years,Sandoyar region,R4500,2.2
2021,Males,18-24 years,"Streymoyar region, north",R4300,0.6
2021,Males,18-24 years,"Streymoyar region, south",R4700,3.2
2021,Males,18-24 years,Suðuroyar region,R4600,5.1
2021,Males,18-24 years,Vága region,R4400,4.4
2021,Males,25-54 years,,,2.7
2021,Males,25-54 years,Eysturoyar region,R4200,2.4
2021,Males,25-54 years,Norðoya region,R4100,2.3
2021,Males,25-54 years,Sandoyar region,R4500,3.7
2021,Males,25-54 years,"Streymoyar region, north",R4300,2.5
2021,Males,25-54 years,"Streymoyar region, south",R4700,2.6
2021,Males,25-54 years,Suðuroyar region,R4600,3.8
2021,Males,25-54 years,Vága region,R4400,3.4
2021,Males,55-66 years,,,2.7
2021,Males,55-66 years,Eysturoyar region,R4200,2.4
2021,Males,55-66 years,Norðoya region,R4100,0.8
2021,Males,55-66 years,Sandoyar region,R4500,3.4
2021,Males,55-66 years,"Streymoyar region, north",R4300,2.4
2021,Males,55-66 years,"Streymoyar region, south",R4700,2.9
2021,Males,55-66 years,Suðuroyar region,R4600,4.5
2021,Males,55-66 years,Vága region,R4400,3.2
2021,Males,67+ years,,,0.8
2021,Males,67+ years,Eysturoyar region,R4200,0.8
2021,Males,67+ years,Norðoya region,R4100,0.6
2021,Males,67+ years,Sandoyar region,R4500,0.7
2021,Males,67+ years,"Streymoyar region, north",R4300,0.3
2021,Males,67+ years,"Streymoyar region, south",R4700,0.8
2021,Males,67+ years,Suðuroyar region,R4600,0.8
2021,Males,67+ years,Vága region,R4400,2.1
2022,,,,,2.5
2022,,,Eysturoyar region,R4200,1.8
2022,,,Norðoya region,R4100,2.4
2022,,,Sandoyar region,R4500,3.7
2022,,,"Streymoyar region, north",R4300,2.4
2022,,,"Streymoyar region, south",R4700,2.7
2022,,,Suðuroyar region,R4600,3.2
2022,,,Vága region,R4400,2
2022,,00-17 years,,,3.2
2022,,00-17 years,Eysturoyar region,R4200,2.4
2022,,00-17 years,Norðoya region,R4100,3.3
2022,,00-17 years,Sandoyar region,R4500,5
2022,,00-17 years,"Streymoyar region, north",R4300,4
2022,,00-17 years,"Streymoyar region, south",R4700,3.2
2022,,00-17 years,Suðuroyar region,R4600,4.5
2022,,00-17 years,Vága region,R4400,2.5
2022,,18-24 years,,,3.1
2022,,18-24 years,Eysturoyar region,R4200,0.8
2022,,18-24 years,Norðoya region,R4100,2.5
2022,,18-24 years,Sandoyar region,R4500,4.4
2022,,18-24 years,"Streymoyar region, north",R4300,1.3
2022,,18-24 years,"Streymoyar region, south",R4700,4.8
2022,,18-24 years,Suðuroyar region,R4600,3.6
2022,,18-24 years,Vága region,R4400,2.8
2022,,25-54 years,,,2.7
2022,,25-54 years,Eysturoyar region,R4200,2.1
2022,,25-54 years,Norðoya region,R4100,2.4
2022,,25-54 years,Sandoyar region,R4500,4.4
2022,,25-54 years,"Streymoyar region, north",R4300,2.5
2022,,25-54 years,"Streymoyar region, south",R4700,3
2022,,25-54 years,Suðuroyar region,R4600,3.2
2022,,25-54 years,Vága region,R4400,1.7
2022,,55-66 years,,,2
2022,,55-66 years,Eysturoyar region,R4200,1.4
2022,,55-66 years,Norðoya region,R4100,1.8
2022,,55-66 years,Sandoyar region,R4500,4.7
2022,,55-66 years,"Streymoyar region, north",R4300,2
2022,,55-66 years,"Streymoyar region, south",R4700,1.9
2022,,55-66 years,Suðuroyar region,R4600,3.6
2022,,55-66 years,Vága region,R4400,1.6
2022,,67+ years,,,1
2022,,67+ years,Eysturoyar region,R4200,0.6
2022,,67+ years,Norðoya region,R4100,1.5
2022,,67+ years,Sandoyar region,R4500,0.4
2022,,67+ years,"Streymoyar region, north",R4300,0.9
2022,,67+ years,"Streymoyar region, south",R4700,0.8
2022,,67+ years,Suðuroyar region,R4600,1.4
2022,,67+ years,Vága region,R4400,1.6
2022,Females,,,,2.6
2022,Females,,Eysturoyar region,R4200,1.7
2022,Females,,Norðoya region,R4100,2.6
2022,Females,,Sandoyar region,R4500,3.6
2022,Females,,"Streymoyar region, north",R4300,2.4
2022,Females,,"Streymoyar region, south",R4700,2.9
2022,Females,,Suðuroyar region,R4600,3.3
2022,Females,,Vága region,R4400,2.1
2022,Females,00-17 years,,,3
2022,Females,00-17 years,Eysturoyar region,R4200,2.2
2022,Females,00-17 years,Norðoya region,R4100,2.8
2022,Females,00-17 years,Sandoyar region,R4500,4.9
2022,Females,00-17 years,"Streymoyar region, north",R4300,3.5
2022,Females,00-17 years,"Streymoyar region, south",R4700,3.2
2022,Females,00-17 years,Suðuroyar region,R4600,4.7
2022,Females,00-17 years,Vága region,R4400,2.3
2022,Females,18-24 years,,,4.7
2022,Females,18-24 years,Eysturoyar region,R4200,1.4
2022,Females,18-24 years,Norðoya region,R4100,3.8
2022,Females,18-24 years,Sandoyar region,R4500,4.7
2022,Females,18-24 years,"Streymoyar region, north",R4300,1.3
2022,Females,18-24 years,"Streymoyar region, south",R4700,7.3
2022,Females,18-24 years,Suðuroyar region,R4600,4.3
2022,Females,18-24 years,Vága region,R4400,4.4
2022,Females,25-54 years,,,2.8
2022,Females,25-54 years,Eysturoyar region,R4200,2.2
2022,Females,25-54 years,Norðoya region,R4100,2.8
2022,Females,25-54 years,Sandoyar region,R4500,5.1
2022,Females,25-54 years,"Streymoyar region, north",R4300,2.8
2022,Females,25-54 years,"Streymoyar region, south",R4700,3.1
2022,Females,25-54 years,Suðuroyar region,R4600,3.4
2022,Females,25-54 years,Vága region,R4400,1.6
2022,Females,55-66 years,,,1.6
2022,Females,55-66 years,Eysturoyar region,R4200,1
2022,Females,55-66 years,Norðoya region,R4100,1.6
2022,Females,55-66 years,Sandoyar region,R4500,4
2022,Females,55-66 years,"Streymoyar region, north",R4300,1.9
2022,Females,55-66 years,"Streymoyar region, south",R4700,1.4
2022,Females,55-66 years,Suðuroyar region,R4600,2
2022,Females,55-66 years,Vága region,R4400,2.5
2022,Females,67+ years,,,1.2
2022,Females,67+ years,Eysturoyar region,R4200,0.7
2022,Females,67+ years,Norðoya region,R4100,2
2022,Females,67+ years,Sandoyar region,R4500,-
2022,Females,67+ years,"Streymoyar region, north",R4300,0.9
2022,Females,67+ years,"Streymoyar region, south",R4700,1.1
2022,Females,67+ years,Suðuroyar region,R4600,2
2022,Females,67+ years,Vága region,R4400,1.5
2022,Males,,,,2.4
2022,Males,,Eysturoyar region,R4200,1.8
2022,Males,,Norðoya region,R4100,2.2
2022,Males,,Sandoyar region,R4500,3.7
2022,Males,,"Streymoyar region, north",R4300,2.5
2022,Males,,"Streymoyar region, south",R4700,2.6
2022,Males,,Suðuroyar region,R4600,3.2
2022,Males,,Vága region,R4400,1.9
2022,Males,00-17 years,,,3.3
2022,Males,00-17 years,Eysturoyar region,R4200,2.6
2022,Males,00-17 years,Norðoya region,R4100,3.7
2022,Males,00-17 years,Sandoyar region,R4500,5.2
2022,Males,00-17 years,"Streymoyar region, north",R4300,4.4
2022,Males,00-17 years,"Streymoyar region, south",R4700,3.2
2022,Males,00-17 years,Suðuroyar region,R4600,4.4
2022,Males,00-17 years,Vága region,R4400,2.8
2022,Males,18-24 years,,,1.8
2022,Males,18-24 years,Eysturoyar region,R4200,0.4
2022,Males,18-24 years,Norðoya region,R4100,1.5
2022,Males,18-24 years,Sandoyar region,R4500,4.1
2022,Males,18-24 years,"Streymoyar region, north",R4300,1.2
2022,Males,18-24 years,"Streymoyar region, south",R4700,2.6
2022,Males,18-24 years,Suðuroyar region,R4600,3.1
2022,Males,18-24 years,Vága region,R4400,1.3
2022,Males,25-54 years,,,2.6
2022,Males,25-54 years,Eysturoyar region,R4200,2
2022,Males,25-54 years,Norðoya region,R4100,2.1
2022,Males,25-54 years,Sandoyar region,R4500,3.9
2022,Males,25-54 years,"Streymoyar region, north",R4300,2.3
2022,Males,25-54 years,"Streymoyar region, south",R4700,3
2022,Males,25-54 years,Suðuroyar region,R4600,3
2022,Males,25-54 years,Vága region,R4400,1.9
2022,Males,55-66 years,,,2.4
2022,Males,55-66 years,Eysturoyar region,R4200,1.9
2022,Males,55-66 years,Norðoya region,R4100,1.9
2022,Males,55-66 years,Sandoyar region,R4500,5.3
2022,Males,55-66 years,"Streymoyar region, north",R4300,2.1
2022,Males,55-66 years,"Streymoyar region, south",R4700,2.3
2022,Males,55-66 years,Suðuroyar region,R4600,5
2022,Males,55-66 years,Vága region,R4400,0.9
2022,Males,67+ years,,,0.7
2022,Males,67+ years,Eysturoyar region,R4200,0.5
2022,Males,67+ years,Norðoya region,R4100,1
2022,Males,67+ years,Sandoyar region,R4500,0.7
2022,Males,67+ years,"Streymoyar region, north",R4300,0.9
2022,Males,67+ years,"Streymoyar region, south",R4700,0.4
2022,Males,67+ years,Suðuroyar region,R4600,0.8
2022,Males,67+ years,Vága region,R4400,1.7
2023,,,,,2.5
2023,,,Eysturoyar region,R4200,1.9
2023,,,Norðoya region,R4100,2.5
2023,,,Sandoyar region,R4500,3.6
2023,,,"Streymoyar region, north",R4300,1.8
2023,,,"Streymoyar region, south",R4700,2.6
2023,,,Suðuroyar region,R4600,3.3
2023,,,Vága region,R4400,2.4
2023,,00-17 years,,,3
2023,,00-17 years,Eysturoyar region,R4200,2.9
2023,,00-17 years,Norðoya region,R4100,3.3
2023,,00-17 years,Sandoyar region,R4500,4.3
2023,,00-17 years,"Streymoyar region, north",R4300,2.6
2023,,00-17 years,"Streymoyar region, south",R4700,2.4
2023,,00-17 years,Suðuroyar region,R4600,5.3
2023,,00-17 years,Vága region,R4400,3.5
2023,,18-24 years,,,3.3
2023,,18-24 years,Eysturoyar region,R4200,1.3
2023,,18-24 years,Norðoya region,R4100,2.7
2023,,18-24 years,Sandoyar region,R4500,1.9
2023,,18-24 years,"Streymoyar region, north",R4300,1.6
2023,,18-24 years,"Streymoyar region, south",R4700,5.1
2023,,18-24 years,Suðuroyar region,R4600,3.5
2023,,18-24 years,Vága region,R4400,2
2023,,25-54 years,,,2.6
2023,,25-54 years,Eysturoyar region,R4200,2.1
2023,,25-54 years,Norðoya region,R4100,2.5
2023,,25-54 years,Sandoyar region,R4500,3.5
2023,,25-54 years,"Streymoyar region, north",R4300,1.9
2023,,25-54 years,"Streymoyar region, south",R4700,2.8
2023,,25-54 years,Suðuroyar region,R4600,3.7
2023,,25-54 years,Vága region,R4400,2.2
2023,,55-66 years,,,2.1
2023,,55-66 years,Eysturoyar region,R4200,1.4
2023,,55-66 years,Norðoya region,R4100,2.1
2023,,55-66 years,Sandoyar region,R4500,6.8
2023,,55-66 years,"Streymoyar region, north",R4300,1.9
2023,,55-66 years,"Streymoyar region, south",R4700,2.1
2023,,55-66 years,Suðuroyar region,R4600,2.1
2023,,55-66 years,Vága region,R4400,1.9
2023,,67+ years,,,1.4
2023,,67+ years,Eysturoyar region,R4200,0.8
2023,,67+ years,Norðoya region,R4100,1.6
2023,,67+ years,Sandoyar region,R4500,1.5
2023,,67+ years,"Streymoyar region, north",R4300,0.7
2023,,67+ years,"Streymoyar region, south",R4700,1.6
2023,,67+ years,Suðuroyar region,R4600,1.5
2023,,67+ years,Vága region,R4400,1.9
2023,Females,,,,2.6
2023,Females,,Eysturoyar region,R4200,2
2023,Females,,Norðoya region,R4100,2.4
2023,Females,,Sandoyar region,R4500,3.9
2023,Females,,"Streymoyar region, north",R4300,2.3
2023,Females,,"Streymoyar region, south",R4700,2.8
2023,Females,,Suðuroyar region,R4600,3.6
2023,Females,,Vága region,R4400,2.7
2023,Females,00-17 years,,,3.3
2023,Females,00-17 years,Eysturoyar region,R4200,3.2
2023,Females,00-17 years,Norðoya region,R4100,2.6
2023,Females,00-17 years,Sandoyar region,R4500,4.9
2023,Females,00-17 years,"Streymoyar region, north",R4300,3.7
2023,Females,00-17 years,"Streymoyar region, south",R4700,2.8
2023,Females,00-17 years,Suðuroyar region,R4600,5.4
2023,Females,00-17 years,Vága region,R4400,3.9
2023,Females,18-24 years,,,4.5
2023,Females,18-24 years,Eysturoyar region,R4200,1.6
2023,Females,18-24 years,Norðoya region,R4100,3
2023,Females,18-24 years,Sandoyar region,R4500,2.1
2023,Females,18-24 years,"Streymoyar region, north",R4300,2
2023,Females,18-24 years,"Streymoyar region, south",R4700,7.3
2023,Females,18-24 years,Suðuroyar region,R4600,4
2023,Females,18-24 years,Vága region,R4400,3
2023,Females,25-54 years,,,2.6
2023,Females,25-54 years,Eysturoyar region,R4200,2.2
2023,Females,25-54 years,Norðoya region,R4100,2.5
2023,Females,25-54 years,Sandoyar region,R4500,4.3
2023,Females,25-54 years,"Streymoyar region, north",R4300,2
2023,Females,25-54 years,"Streymoyar region, south",R4700,2.4
2023,Females,25-54 years,Suðuroyar region,R4600,4.4
2023,Females,25-54 years,Vága region,R4400,2.8
2023,Females,55-66 years,,,1.8
2023,Females,55-66 years,Eysturoyar region,R4200,1.2
2023,Females,55-66 years,Norðoya region,R4100,2.2
2023,Females,55-66 years,Sandoyar region,R4500,6.5
2023,Females,55-66 years,"Streymoyar region, north",R4300,2.1
2023,Females,55-66 years,"Streymoyar region, south",R4700,1.6
2023,Females,55-66 years,Suðuroyar region,R4600,1.7
2023,Females,55-66 years,Vága region,R4400,2.1
2023,Females,67+ years,,,1.5
2023,Females,67+ years,Eysturoyar region,R4200,0.8
2023,Females,67+ years,Norðoya region,R4100,1.9
2023,Females,67+ years,Sandoyar region,R4500,1.5
2023,Females,67+ years,"Streymoyar region, north",R4300,0.9
2023,Females,67+ years,"Streymoyar region, south",R4700,2.1
2023,Females,67+ years,Suðuroyar region,R4600,1.5
2023,Females,67+ years,Vága region,R4400,1.1
2023,Males,,,,2.3
2023,Males,,Eysturoyar region,R4200,1.8
2023,Males,,Norðoya region,R4100,2.6
2023,Males,,Sandoyar region,R4500,3.3
2023,Males,,"Streymoyar region, north",R4300,1.5
2023,Males,,"Streymoyar region, south",R4700,2.5
2023,Males,,Suðuroyar region,R4600,3.1
2023,Males,,Vága region,R4400,2.1
2023,Males,00-17 years,,,2.7
2023,Males,00-17 years,Eysturoyar region,R4200,2.6
2023,Males,00-17 years,Norðoya region,R4100,4.1
2023,Males,00-17 years,Sandoyar region,R4500,3.8
2023,Males,00-17 years,"Streymoyar region, north",R4300,1.4
2023,Males,00-17 years,"Streymoyar region, south",R4700,2.1
2023,Males,00-17 years,Suðuroyar region,R4600,5.1
2023,Males,00-17 years,Vága region,R4400,3.1
2023,Males,18-24 years,,,2.2
2023,Males,18-24 years,Eysturoyar region,R4200,1
2023,Males,18-24 years,Norðoya region,R4100,2.4
2023,Males,18-24 years,Sandoyar region,R4500,1.8
2023,Males,18-24 years,"Streymoyar region, north",R4300,1.2
2023,Males,18-24 years,"Streymoyar region, south",R4700,3.1
2023,Males,18-24 years,Suðuroyar region,R4600,3.1
2023,Males,18-24 years,Vága region,R4400,1.2
2023,Males,25-54 years,,,2.6
2023,Males,25-54 years,Eysturoyar region,R4200,2.1
2023,Males,25-54 years,Norðoya region,R4100,2.5
2023,Males,25-54 years,Sandoyar region,R4500,2.8
2023,Males,25-54 years,"Streymoyar region, north",R4300,1.9
2023,Males,25-54 years,"Streymoyar region, south",R4700,3.2
2023,Males,25-54 years,Suðuroyar region,R4600,3
2023,Males,25-54 years,Vága region,R4400,1.6
2023,Males,55-66 years,,,2.3
2023,Males,55-66 years,Eysturoyar region,R4200,1.5
2023,Males,55-66 years,Norðoya region,R4100,2
2023,Males,55-66 years,Sandoyar region,R4500,7
2023,Males,55-66 years,"Streymoyar region, north",R4300,1.8
2023,Males,55-66 years,"Streymoyar region, south",R4700,2.6
2023,Males,55-66 years,Suðuroyar region,R4600,2.5
2023,Males,55-66 years,Vága region,R4400,1.8
2023,Males,67+ years,,,1.2
2023,Males,67+ years,Eysturoyar region,R4200,0.8
2023,Males,67+ years,Norðoya region,R4100,1.3
2023,Males,67+ years,Sandoyar region,R4500,1.5
2023,Males,67+ years,"Streymoyar region, north",R4300,0.6
2023,Males,67+ years,"Streymoyar region, south",R4700,1.1
2023,Males,67+ years,Suðuroyar region,R4600,1.4
2023,Males,67+ years,Vága region,R4400,2.7
