Year,Series,Units,Party/Municipality,Value
2020,Local governments,data.fowomenseats-number,Mikladals municipality,
2020,Local governments,data.fowomenseats-number,Mykines municipality,
2020,Local governments,data.fowomenseats-number,Nes municipality,2.0
2020,Local governments,data.fowomenseats-number,Nólsoyar municipality,
2020,Local governments,data.fowomenseats-number,Oyndarfjarðar municipality,
2020,Local governments,data.fowomenseats-number,Porkeris municipality,2.0
2020,Local governments,data.fowomenseats-number,Runavíkar municipality,4.0
2020,Local governments,data.fowomenseats-number,Saksunar municipality,
2020,Local governments,data.fowomenseats-number,Sandavágs municipality,
2020,Local governments,data.fowomenseats-number,Sands municipality,3.0
2020,Local governments,data.fowomenseats-number,Sjóvar municipality,0.0
2020,Local governments,data.fowomenseats-number,Skála municipality,
2020,Local governments,data.fowomenseats-number,Skálavíkar municipality,1.0
2020,Local governments,data.fowomenseats-number,Skopunar municipality,2.0
2020,Local governments,data.fowomenseats-number,Skúgvoyar municipality,0.0
2020,Local governments,data.fowomenseats-number,Sørvágs municipality,2.0
2020,Local governments,data.fowomenseats-number,Sumbiar municipality,2.0
2020,Local governments,data.fowomenseats-number,Sunda municipality,1.0
2020,Local governments,data.fowomenseats-number,Svínoyar municipality,
2020,Local governments,data.fowomenseats-number,Tórshavnar municipality,7.0
2020,Local governments,data.fowomenseats-number,Tvøroyrar municipality,3.0
2020,Local governments,data.fowomenseats-number,Vága municipality,5.0
2020,Local governments,data.fowomenseats-number,Vágs municipality,3.0
2020,Local governments,data.fowomenseats-number,Vestmanna municipality,4.0
2020,Local governments,data.fowomenseats-number,Viðareiðis municipality,1.0
2020,Local governments,data.foseats-number,All municipalities,199.0
2020,Local governments,data.foseats-number,Bíggjar municipality,
2020,Local governments,data.foseats-number,Eiðis municipality,7.0
2020,Local governments,data.foseats-number,Elduvíkar municipality,
2020,Local governments,data.foseats-number,Eysturmunicipality,9.0
2020,Local governments,data.foseats-number,Fámjins municipality,3.0
2020,Local governments,data.foseats-number,Fuglafjarðar municipality,9.0
2020,Local governments,data.foseats-number,Fugloyar municipality,3.0
2020,Local governments,data.foseats-number,Funnings municipality,
2020,Local governments,data.foseats-number,Gjáar municipality,
2020,Local governments,data.foseats-number,Gøtu municipality,
2020,Local governments,data.foseats-number,Haldórsvíkar municipality,
2020,Local governments,data.foseats-number,Hests municipality,
2020,Local governments,data.foseats-number,Hósvíkar municipality,
2020,Local governments,data.foseats-number,Hovs municipality,3.0
2020,Local governments,data.foseats-number,Húsa municipality,
2020,Local governments,data.foseats-number,Húsavíkar municipality,5.0
2020,Local governments,data.foseats-number,Hvalbiar municipality,7.0
2020,Local governments,data.foseats-number,Hvalvíkar municipality,
2020,Local governments,data.foseats-number,Hvannasunds municipality,5.0
2020,Local governments,data.foseats-number,Kirkjubøar municipality,
2020,Local governments,data.foseats-number,Klaksvíkar municipality,11.0
2020,Local governments,data.foseats-number,Kunoyar municipality,5.0
2020,Local governments,data.foseats-number,Kvívíkar municipality,7.0
2020,Local governments,data.foseats-number,Leirvíkar municipality,
2020,Local governments,data.foseats-number,Miðvágs municipality,
2020,Local governments,data.foseats-number,Mikladals municipality,
2020,Local governments,data.foseats-number,Mykines municipality,
2020,Local governments,data.foseats-number,Nes municipality,7.0
2020,Local governments,data.foseats-number,Nólsoyar municipality,
2020,Local governments,data.foseats-number,Oyndarfjarðar municipality,
2020,Local governments,data.foseats-number,Porkeris municipality,5.0
2020,Local governments,data.foseats-number,Runavíkar municipality,11.0
2020,Local governments,data.foseats-number,Saksunar municipality,
2020,Local governments,data.foseats-number,Sandavágs municipality,
2020,Local governments,data.foseats-number,Sands municipality,7.0
2020,Local governments,data.foseats-number,Sjóvar municipality,7.0
2020,Local governments,data.foseats-number,Skála municipality,
2020,Local governments,data.foseats-number,Skálavíkar municipality,5.0
2020,Local governments,data.foseats-number,Skopunar municipality,5.0
2020,Local governments,data.foseats-number,Skúgvoyar municipality,3.0
2020,Local governments,data.foseats-number,Sørvágs municipality,7.0
2020,Local governments,data.foseats-number,Sumbiar municipality,5.0
2020,Local governments,data.foseats-number,Sunda municipality,11.0
2020,Local governments,data.foseats-number,Svínoyar municipality,
2020,Local governments,data.foseats-number,Tórshavnar municipality,13.0
2020,Local governments,data.foseats-number,Tvøroyrar municipality,7.0
2020,Local governments,data.foseats-number,Vága municipality,11.0
2020,Local governments,data.foseats-number,Vágs municipality,9.0
2020,Local governments,data.foseats-number,Vestmanna municipality,7.0
2020,Local governments,data.foseats-number,Viðareiðis municipality,5.0
