Year,Series,region,sex,age,Units,GeoCode,Value
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,,18-24 years,pct.,4600,5.1
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,,18-24 years,pct.,4600,5.6
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,,18-24 years,pct.,4600,6.8
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,,18-24 years,pct.,4600,6.8
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,,18-24 years,pct.,4600,5.7
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,,18-24 years,pct.,4600,3.3
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,,18-24 years,pct.,4600,4.6
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,,18-24 years,pct.,4600,3.4
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,,18-24 years,pct.,4600,4.9
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,,18-24 years,pct.,4600,4.1
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,,18-24 years,pct.,4600,5.0
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,,18-24 years,pct.,4600,4.1
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,,18-24 years,pct.,4600,3.6
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,,25-54 years,pct.,4600,6.9
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,,25-54 years,pct.,4600,5.8
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,,25-54 years,pct.,4600,6.7
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,,25-54 years,pct.,4600,5.1
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,,25-54 years,pct.,4600,5.9
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,,25-54 years,pct.,4600,5.6
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,,25-54 years,pct.,4600,4.9
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,,25-54 years,pct.,4600,4.7
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,,25-54 years,pct.,4600,4.8
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,,25-54 years,pct.,4600,4.4
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,,25-54 years,pct.,4600,5.0
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,,25-54 years,pct.,4600,5.0
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,,25-54 years,pct.,4600,4.3
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,,25-54 years,pct.,4600,3.2
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,,55-66 years,pct.,4600,5.1
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,,55-66 years,pct.,4600,4.3
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,,55-66 years,pct.,4600,5.1
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,,55-66 years,pct.,4600,4.6
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,,55-66 years,pct.,4600,4.1
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,,55-66 years,pct.,4600,3.5
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,,55-66 years,pct.,4600,2.6
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,,55-66 years,pct.,4600,3.6
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,,55-66 years,pct.,4600,3.7
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,,55-66 years,pct.,4600,2.9
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,,55-66 years,pct.,4600,3.6
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,,55-66 years,pct.,4600,3.4
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,,55-66 years,pct.,4600,3.3
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,,55-66 years,pct.,4600,3.6
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,,67+ years,pct.,4600,3.4
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,,67+ years,pct.,4600,3.2
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,,67+ years,pct.,4600,3.8
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,,67+ years,pct.,4600,2.4
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,,67+ years,pct.,4600,2.4
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,,67+ years,pct.,4600,1.9
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,,67+ years,pct.,4600,2.7
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,,67+ years,pct.,4600,2.3
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,,67+ years,pct.,4600,3.6
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,,67+ years,pct.,4600,3.3
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,,67+ years,pct.,4600,1.4
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,,67+ years,pct.,4600,1.1
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,,67+ years,pct.,4600,0.9
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,,67+ years,pct.,4600,1.4
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,,pct.,4600,8.0
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,,pct.,4600,6.6
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,,pct.,4600,7.3
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,,pct.,4600,5.7
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,,pct.,4600,6.4
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,,pct.,4600,5.7
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,,pct.,4600,4.9
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,,pct.,4600,5.5
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,,pct.,4600,4.3
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,,pct.,4600,4.2
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,,pct.,4600,4.6
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,,pct.,4600,4.9
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,,pct.,4600,3.5
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,,pct.,4600,3.3
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,00-17 years,pct.,4600,12.5
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,00-17 years,pct.,4600,10.0
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,00-17 years,pct.,4600,11.0
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,00-17 years,pct.,4600,7.5
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,00-17 years,pct.,4600,9.8
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,00-17 years,pct.,4600,8.1
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,00-17 years,pct.,4600,7.1
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,00-17 years,pct.,4600,9.1
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,00-17 years,pct.,4600,5.3
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,00-17 years,pct.,4600,5.1
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,00-17 years,pct.,4600,6.8
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,00-17 years,pct.,4600,8.1
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,00-17 years,pct.,4600,5.1
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,00-17 years,pct.,4600,4.7
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,18-24 years,pct.,4600,7.5
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,18-24 years,pct.,4600,7.4
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,18-24 years,pct.,4600,7.7
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,18-24 years,pct.,4600,8.9
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,18-24 years,pct.,4600,9.0
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,18-24 years,pct.,4600,7.2
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,18-24 years,pct.,4600,2.5
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,18-24 years,pct.,4600,5.6
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,18-24 years,pct.,4600,3.8
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,18-24 years,pct.,4600,6.7
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,18-24 years,pct.,4600,3.9
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,18-24 years,pct.,4600,5.0
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,18-24 years,pct.,4600,2.8
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,18-24 years,pct.,4600,4.3
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,25-54 years,pct.,4600,7.8
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,25-54 years,pct.,4600,6.3
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,25-54 years,pct.,4600,7.1
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,25-54 years,pct.,4600,6.0
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,25-54 years,pct.,4600,7.4
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,25-54 years,pct.,4600,7.2
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,25-54 years,pct.,4600,6.7
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,25-54 years,pct.,4600,6.1
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,25-54 years,pct.,4600,5.0
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,25-54 years,pct.,4600,4.7
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,25-54 years,pct.,4600,6.0
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,25-54 years,pct.,4600,6.1
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,25-54 years,pct.,4600,4.9
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,25-54 years,pct.,4600,3.4
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,55-66 years,pct.,4600,5.7
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,55-66 years,pct.,4600,4.2
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,55-66 years,pct.,4600,4.9
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,55-66 years,pct.,4600,4.5
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,55-66 years,pct.,4600,2.7
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,55-66 years,pct.,4600,2.2
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,55-66 years,pct.,4600,1.6
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,55-66 years,pct.,4600,2.9
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,55-66 years,pct.,4600,3.0
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,55-66 years,pct.,4600,2.6
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,55-66 years,pct.,4600,2.6
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,55-66 years,pct.,4600,2.4
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,55-66 years,pct.,4600,2.1
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,55-66 years,pct.,4600,2.0
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,67+ years,pct.,4600,4.4
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,67+ years,pct.,4600,4.6
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,67+ years,pct.,4600,5.0
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,67+ years,pct.,4600,2.3
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,67+ years,pct.,4600,2.6
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,67+ years,pct.,4600,2.3
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,67+ years,pct.,4600,2.9
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,67+ years,pct.,4600,2.4
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,67+ years,pct.,4600,3.1
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,67+ years,pct.,4600,2.7
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,67+ years,pct.,4600,1.6
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,67+ years,pct.,4600,1.4
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,67+ years,pct.,4600,0.9
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,Males,67+ years,pct.,4600,2.0
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,,pct.,4600,5.9
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,,pct.,4600,4.8
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,,pct.,4600,5.7
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,,pct.,4600,4.9
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,,pct.,4600,4.9
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,,pct.,4600,4.6
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,,pct.,4600,4.0
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,,pct.,4600,4.5
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,,pct.,4600,4.5
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,,pct.,4600,4.1
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,,pct.,4600,4.2
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,,pct.,4600,4.1
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,,pct.,4600,4.0
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,,pct.,4600,3.2
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,00-17 years,pct.,4600,9.7
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,00-17 years,pct.,4600,6.5
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,00-17 years,pct.,4600,7.7
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,00-17 years,pct.,4600,7.4
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,00-17 years,pct.,4600,6.9
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,00-17 years,pct.,4600,7.5
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,00-17 years,pct.,4600,6.3
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,00-17 years,pct.,4600,8.6
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,00-17 years,pct.,4600,5.0
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,00-17 years,pct.,4600,5.3
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,00-17 years,pct.,4600,6.7
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,00-17 years,pct.,4600,6.6
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,00-17 years,pct.,4600,6.6
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,00-17 years,pct.,4600,4.4
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,18-24 years,pct.,4600,3.9
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,18-24 years,pct.,4600,3.1
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,18-24 years,pct.,4600,4.1
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,18-24 years,pct.,4600,5.2
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,18-24 years,pct.,4600,5.0
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,18-24 years,pct.,4600,4.4
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,18-24 years,pct.,4600,4.0
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,18-24 years,pct.,4600,3.9
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,18-24 years,pct.,4600,3.0
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,18-24 years,pct.,4600,3.6
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,18-24 years,pct.,4600,4.2
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,18-24 years,pct.,4600,5.0
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,18-24 years,pct.,4600,5.1
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,18-24 years,pct.,4600,3.1
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,25-54 years,pct.,4600,6.1
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,25-54 years,pct.,4600,5.4
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,25-54 years,pct.,4600,6.4
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,25-54 years,pct.,4600,4.4
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,25-54 years,pct.,4600,4.6
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,25-54 years,pct.,4600,4.3
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,25-54 years,pct.,4600,3.5
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,25-54 years,pct.,4600,3.5
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,25-54 years,pct.,4600,4.6
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,25-54 years,pct.,4600,4.1
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,25-54 years,pct.,4600,4.1
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,25-54 years,pct.,4600,4.1
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,25-54 years,pct.,4600,3.8
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,25-54 years,pct.,4600,3.0
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,55-66 years,pct.,4600,4.5
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,55-66 years,pct.,4600,4.5
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,55-66 years,pct.,4600,5.4
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,55-66 years,pct.,4600,4.7
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,55-66 years,pct.,4600,5.3
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,55-66 years,pct.,4600,4.7
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,55-66 years,pct.,4600,3.6
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,55-66 years,pct.,4600,4.2
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,55-66 years,pct.,4600,4.4
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,55-66 years,pct.,4600,3.2
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,55-66 years,pct.,4600,4.4
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,55-66 years,pct.,4600,4.3
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,55-66 years,pct.,4600,4.5
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,55-66 years,pct.,4600,5.0
2009,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,67+ years,pct.,4600,2.2
2010,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,67+ years,pct.,4600,1.5
2011,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,67+ years,pct.,4600,2.6
2012,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,67+ years,pct.,4600,2.5
2013,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,67+ years,pct.,4600,2.3
2014,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,67+ years,pct.,4600,1.5
2015,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,67+ years,pct.,4600,2.6
2016,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,67+ years,pct.,4600,2.1
2017,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,67+ years,pct.,4600,4.1
2018,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,67+ years,pct.,4600,3.8
2019,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,67+ years,pct.,4600,1.3
2020,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,67+ years,pct.,4600,0.9
2021,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,67+ years,pct.,4600,0.8
2022,Carbon dioxide emissions from fuel combustion,Suðuroy region,Females,67+ years,pct.,4600,0.8
2009,Carbon dioxide emissions from fuel combustion,Vágar region,,,pct.,4400,4.4
2010,Carbon dioxide emissions from fuel combustion,Vágar region,,,pct.,4400,3.1
2011,Carbon dioxide emissions from fuel combustion,Vágar region,,,pct.,4400,4.2
2012,Carbon dioxide emissions from fuel combustion,Vágar region,,,pct.,4400,5.2
2013,Carbon dioxide emissions from fuel combustion,Vágar region,,,pct.,4400,3.2
2014,Carbon dioxide emissions from fuel combustion,Vágar region,,,pct.,4400,3.8
2015,Carbon dioxide emissions from fuel combustion,Vágar region,,,pct.,4400,4.2
2016,Carbon dioxide emissions from fuel combustion,Vágar region,,,pct.,4400,3.3
2017,Carbon dioxide emissions from fuel combustion,Vágar region,,,pct.,4400,2.6
2018,Carbon dioxide emissions from fuel combustion,Vágar region,,,pct.,4400,3.0
2019,Carbon dioxide emissions from fuel combustion,Vágar region,,,pct.,4400,2.9
2020,Carbon dioxide emissions from fuel combustion,Vágar region,,,pct.,4400,2.5
2021,Carbon dioxide emissions from fuel combustion,Vágar region,,,pct.,4400,3.1
2022,Carbon dioxide emissions from fuel combustion,Vágar region,,,pct.,4400,2.0
2009,Carbon dioxide emissions from fuel combustion,Vágar region,,00-17 years,pct.,4400,5.7
2010,Carbon dioxide emissions from fuel combustion,Vágar region,,00-17 years,pct.,4400,3.8
2011,Carbon dioxide emissions from fuel combustion,Vágar region,,00-17 years,pct.,4400,5.1
2012,Carbon dioxide emissions from fuel combustion,Vágar region,,00-17 years,pct.,4400,7.8
2013,Carbon dioxide emissions from fuel combustion,Vágar region,,00-17 years,pct.,4400,4.1
2014,Carbon dioxide emissions from fuel combustion,Vágar region,,00-17 years,pct.,4400,5.1
2015,Carbon dioxide emissions from fuel combustion,Vágar region,,00-17 years,pct.,4400,6.4
2016,Carbon dioxide emissions from fuel combustion,Vágar region,,00-17 years,pct.,4400,4.2
2017,Carbon dioxide emissions from fuel combustion,Vágar region,,00-17 years,pct.,4400,2.3
2018,Carbon dioxide emissions from fuel combustion,Vágar region,,00-17 years,pct.,4400,2.7
2019,Carbon dioxide emissions from fuel combustion,Vágar region,,00-17 years,pct.,4400,2.6
2020,Carbon dioxide emissions from fuel combustion,Vágar region,,00-17 years,pct.,4400,2.9
2021,Carbon dioxide emissions from fuel combustion,Vágar region,,00-17 years,pct.,4400,3.4
2022,Carbon dioxide emissions from fuel combustion,Vágar region,,00-17 years,pct.,4400,2.5
2009,Carbon dioxide emissions from fuel combustion,Vágar region,,18-24 years,pct.,4400,4.9
2010,Carbon dioxide emissions from fuel combustion,Vágar region,,18-24 years,pct.,4400,3.2
2011,Carbon dioxide emissions from fuel combustion,Vágar region,,18-24 years,pct.,4400,3.9
2012,Carbon dioxide emissions from fuel combustion,Vágar region,,18-24 years,pct.,4400,4.6
2013,Carbon dioxide emissions from fuel combustion,Vágar region,,18-24 years,pct.,4400,2.8
2014,Carbon dioxide emissions from fuel combustion,Vágar region,,18-24 years,pct.,4400,4.8
2015,Carbon dioxide emissions from fuel combustion,Vágar region,,18-24 years,pct.,4400,4.3
2016,Carbon dioxide emissions from fuel combustion,Vágar region,,18-24 years,pct.,4400,1.7
2017,Carbon dioxide emissions from fuel combustion,Vágar region,,18-24 years,pct.,4400,2.9
2018,Carbon dioxide emissions from fuel combustion,Vágar region,,18-24 years,pct.,4400,3.2
2019,Carbon dioxide emissions from fuel combustion,Vágar region,,18-24 years,pct.,4400,4.3
2020,Carbon dioxide emissions from fuel combustion,Vágar region,,18-24 years,pct.,4400,2.1
2021,Carbon dioxide emissions from fuel combustion,Vágar region,,18-24 years,pct.,4400,3.5
2022,Carbon dioxide emissions from fuel combustion,Vágar region,,18-24 years,pct.,4400,2.8
2009,Carbon dioxide emissions from fuel combustion,Vágar region,,25-54 years,pct.,4400,3.8
2010,Carbon dioxide emissions from fuel combustion,Vágar region,,25-54 years,pct.,4400,2.7
2011,Carbon dioxide emissions from fuel combustion,Vágar region,,25-54 years,pct.,4400,3.6
2012,Carbon dioxide emissions from fuel combustion,Vágar region,,25-54 years,pct.,4400,4.7
2013,Carbon dioxide emissions from fuel combustion,Vágar region,,25-54 years,pct.,4400,2.7
2014,Carbon dioxide emissions from fuel combustion,Vágar region,,25-54 years,pct.,4400,3.5
2015,Carbon dioxide emissions from fuel combustion,Vágar region,,25-54 years,pct.,4400,4.0
2016,Carbon dioxide emissions from fuel combustion,Vágar region,,25-54 years,pct.,4400,3.3
2017,Carbon dioxide emissions from fuel combustion,Vágar region,,25-54 years,pct.,4400,2.5
2018,Carbon dioxide emissions from fuel combustion,Vágar region,,25-54 years,pct.,4400,2.8
2019,Carbon dioxide emissions from fuel combustion,Vágar region,,25-54 years,pct.,4400,3.1
2020,Carbon dioxide emissions from fuel combustion,Vágar region,,25-54 years,pct.,4400,2.2
2021,Carbon dioxide emissions from fuel combustion,Vágar region,,25-54 years,pct.,4400,3.3
2022,Carbon dioxide emissions from fuel combustion,Vágar region,,25-54 years,pct.,4400,1.7
2009,Carbon dioxide emissions from fuel combustion,Vágar region,,55-66 years,pct.,4400,4.9
2010,Carbon dioxide emissions from fuel combustion,Vágar region,,55-66 years,pct.,4400,3.8
2011,Carbon dioxide emissions from fuel combustion,Vágar region,,55-66 years,pct.,4400,3.5
2012,Carbon dioxide emissions from fuel combustion,Vágar region,,55-66 years,pct.,4400,4.5
2013,Carbon dioxide emissions from fuel combustion,Vágar region,,55-66 years,pct.,4400,4.2
2014,Carbon dioxide emissions from fuel combustion,Vágar region,,55-66 years,pct.,4400,3.2
2015,Carbon dioxide emissions from fuel combustion,Vágar region,,55-66 years,pct.,4400,2.5
2016,Carbon dioxide emissions from fuel combustion,Vágar region,,55-66 years,pct.,4400,2.6
2017,Carbon dioxide emissions from fuel combustion,Vágar region,,55-66 years,pct.,4400,2.1
2018,Carbon dioxide emissions from fuel combustion,Vágar region,,55-66 years,pct.,4400,3.6
2019,Carbon dioxide emissions from fuel combustion,Vágar region,,55-66 years,pct.,4400,2.5
2020,Carbon dioxide emissions from fuel combustion,Vágar region,,55-66 years,pct.,4400,3.3
2021,Carbon dioxide emissions from fuel combustion,Vágar region,,55-66 years,pct.,4400,3.3
